N cycles,,VCM data,,,,lens data,,,,mirror data 
1,[1, '7ABFC9C754C786C526C4A70507051805F504F505030272031B03DB0264026703', 2, 'A5367B37BB38613843386909FB080409DE08DA09B60C7809A509630914096A09'],,,,,[1, '0401DF00630162010000E30139015E01', 2, 'FB02DB02580305030000BA034D032E03']
2,[1, '62BEB7C707C777C49EC2A60507051905F504F505040270031903DC0263026703', 2, '4E37A53745391139F0376909FB080509DF08DA09B50C7909A509640913096B09'],,,,,[1, '0101E200630164010000E4013C015C01', 2, 'FB02DB02580305030000B7034C032E03']
3,[1, '36BE9FC7AAC7ADC468C2A60507051905F304F405030272031903DB0263026703', 2, '7E37F1373D396B39CD376909FB080409E008DA09B50C7709A609640915096A09'],,,,,[1, '0201DF00660164010000E3013A015E01', 2, 'FB02DB02580306030000B80349032C03']
4,[1, 'BBBE67C70AC79CC4BEC2A70507051A05F504F405040272031C03DA0263026703', 2, '2937CA3764397C3897376809FB080509DE08D809B50C7909A509640912096B09'],,,,,[1, '0401DE00630165010000E5013A015D01', 2, 'FA02DB02580307030000B7034B032E03']
5,[1, '59BEBFC6FBC679C47EC2A70507051905F504F505040272031C03DB0263026703', 2, '4F379E377439F038A7376909FC080409E008DA09B60C7709A509630914096A09'],,,,,[1, '0101E100650163010000E3013D015E01', 2, 'FA02DB02580306030000B6034A032B03']
6,[1, 'BBBE5EC7F3C677C42FC2A70507051A05F504F405050271031C03DB0263026903', 2, '0E373A37C339C23888376909FB080409E008DB09B50C7909A609650913096A09'],,,,,[1, '0201DE00620162010000E4013C015C01', 2, 'FA02DB02580308030000B9034B032B03']
7,[1, '73BE12C715C7EEC440C2A60508051805F404F305030271031B03D90263026703', 2, 'F2365A374739E63854376909FB080509DD08D809B60C7909A609640914096B09'],,,,,[1, '0201E000630162010000E3013C015C01', 2, 'FA02DB02590306030000B6034A032D03']
8,[1, 'F6BE08C7EFC686C454C2A70507051905F304F505050274031B03DC0264026703', 2, 'B4367E375439B33850376909FB080609DD08DB09B50C7809A509630914096A09'],,,,,[1, '0301DE00660161010000E10139016001', 2, 'FA02DB02580306030000B70349032C03']
9,[1, 'D4BE6BC72AC757C448C2A60508051905F404F405030272031B03DC0261026B03', 2, '1C3774373339F03892376809FB080409DE08D809B60C7909A609650913096A09'],,,,,[1, '0101DF00630164010000E40139015C01', 2, 'FA02DA02580306030000B7034C032B03']
10,[1, '00BF64C77EC715C426C2A60507051905F504F505050271031C03D90261026703', 2, 'D53612388239AD38A9376909FB080609DF08DB09B50C7709A509640915096A09'],,,,,[1, '0101E100620164010000E20139015E01', 2, 'FB02DB02590306030000B6034C032D03']
11,[1, '43BF28C795C67FC5FBC3A80507051905F504F605060270031B03D90263026703', 2, 'C53668378D39E6382F386909FB080509DC08DA09B50C7909A509660913096B09'],,,,,[1, '0201DF00620164010000D6013B015F01', 2, 'FA02DB025A0306030000BA034B032C03']
12,[1, '60BF21C724C790C42EC3A80507051A05F404F405050272031B03DB0264026903', 2, 'B736FD36C239AC380A376909FB080609DD08DA09B70C7909A709650912096B09'],,,,,[1, '0301DE00620163010000E10139015E01', 2, 'FB02DB02580306030000BA034C032D03']
13,[1, '5CBF2DC78FC7F6C3B2C2A70508051A05F304F405030272031C03D90263026703', 2, '7E3650376F39EE38EE366909FC080609DC08DA09B60C7909A509650913096A09'],,,,,[1, '0101E000650161010000E1013C015F01', 2, 'FB02DB02580306030000B90349032B03']
14,[1, '4BBF03C84BC730C447C2A80507051905F604F405040272031903D90261026903', 2, '6736463748390D3959376909FB080509DE08D809B60C7909A609650914096A09'],,,,,[1, '0201E000630162010000E40139015F01', 2, 'FA02DB02580306030000B90349032D03']
15,[1, '59BF28C741C782C480C2A70507051905F504F305030272031B03D90262026703', 2, '59360437F2386A391D386909FB080609DE08DA09B60C7909A709650914096B09'],,,,,[1, '0301E000630161010000E2013D015E01', 2, 'FA02DA02580306030000B6034B032C03']
16,[1, '21BF4AC70DC7CBC493C2A60507051905F604F505030272031A03DC0263026703', 2, '55363E371F39103944376909FB080609DF08D909B50C7909A709630913096A09'],,,,,[1, '0201E200620163010000E20139015C01', 2, 'FB02DA02580306030000B80349032B03']
17,[1, '6ABF7BC75CC76EC4C9C2A80507051905F504F305030271031A03DB0261026703', 2, '153698375C39143947376909FB080509E008DA09B70C7909A509650913096A09'],,,,,[1, '0301E100650164010000E5013B016001', 2, 'FB02DB02590306030000B6034B032D03']
18,[1, '9FBF2DC769C648C45CC2A70508051A05F504F205050273031C03D90263026703', 2, '3136F636F3381B3926376909FC080509DF08DA09B50C7909A709650913096B09'],,,,,[1, '0101DF00640163010000E1013C016001', 2, 'FA02DA02580306030000B6034B032C03']
19,[1, 'DEBFB7C797C7DEC4CAC2A70508051905F404F305050272031B03DC0262026703', 2, '253655373B390D39FA366909FB080509DE08DA09B50C7909A509660915096B09'],,,,,[1, '0101DF00640162010000E1013D015E01', 2, 'FA02DA02580306030000B8034C032B03']
20,[1, '8DBF6AC734C757C48CC2A60508051805F504F405050273031C03D90262026803', 2, '5436CB375539C0383C376909FB080509DE08D909B60C7909A509670914096D09'],,,,,[1, '0301DF00630163010000E2013B016001', 2, 'FD02DB02580305030000B60349032B03']
21,[1, 'BFBE8EC786C790C5E3C3A70508051805F404F405050271031B03D90263026803', 2, '1636FF37BF39AE38D3376909FA080509DD08DA09B70C7809A609640914096C09'],,,,,[1, '0101E000620162010000E30139015C01', 2, 'FA02DA02580306030000B7034A032D03']
22,[1, '5BBF04C86BC74FC477C2A70508051905F504F305040274031D03DC0261026803', 2, '1D369E377439BC384D376909FC080509DC08DA09B50C7909A509630914096C09'],,,,,[1, '0201E000650162010000E2013D015F01', 2, 'FA02DA02580306030000B6034D032E03']
23,[1, 'F6BE65C719C71CC493C2A70507051905F504F405050272031C03DB0261026703', 2, '2F365837F2385839E2366909FA080509DE08DA09B60C7909A509640913096B09'],,,,,[1, '0401E100640161010000B70139015F01', 2, 'FA02DA02580306030000B6034C032D03']
24,[1, '5DBF69C710C777C4CBC2A70507051905F504F405040274031B03D90264026703', 2, 'C5356C374A39FF397D376909FB080409DE08D809B50C7909A509650913096A09'],,,,,[1, '0201DF00630164010000E30139015E01', 2, 'FB02DA02580306030000B9034B032D03']
25,[1, '69BF51C729C761C4E4C2A70508051A05F604F505030273031D03DB0262026703', 2, '5836AE375C39B73922376909FB080509DC08D909B60C7909A509650913096A09'],,,,,[1, '0101E000620161010000B8013D016001', 2, 'FA02DB02580305030000B80349032B03']
26,[1, '1CBF1AC7F7C529C5E8C2A80506051905F504F505030272031C03DB0263026903', 2, 'D3357437A739A3397B376909FB080609DE08D909B50C7809A509640913096B09'],,,,,[1, '0101DF00630162010000E3013B015E01', 2, 'FA02DA02580305030000B90349032B03']
