N_06-27-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
1,14:56:27.796,37103,40985,43885,36747,38534,957,994,958,2179,986,1768,1459,1430,1495,1529,1434,517,494,479,438,459,463,428,442,40.0
N_06-27-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,B4 temp.
813,17:58:06.170,958,994,958,2179,986,10,1458,1431,1495,1528,1435,518,491,480,441,461,464,428,445,41.0
814,17:58:10.568,958,993,960,2180,986,1772,1463,1429,1492,1531,1437,517,493,480,440,461,463,429,446,41.0
815,17:58:15.651,958,990,959,2183,984,1773,1460,1431,1494,1529,1433,516,492,480,440,458,464,425,442,41.0
816,17:58:21.067,956,992,959,2181,985,23,1462,1431,1493,1529,1436,517,496,479,442,460,465,427,446,41.0
817,17:58:26.587,958,993,960,2179,987,1772,1463,1431,1492,1528,1436,516,494,477,440,462,465,425,446,41.0
818,17:58:31.148,957,993,958,2181,984,9,1463,1429,1496,1529,1436,513,495,477,437,459,459,425,447,41.0
819,17:58:35.958,957,993,958,2181,984,9,1463,1429,1496,1529,1436,516,496,479,438,463,465,425,446,--
N_06-27-2018,Time,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
820,17:59:09.425,958,993,960,2183,987,16,1463,1431,1497,1529,1438,514,495,480,440,462,462,428,443,41.0
821,17:59:17.369,958,992,957,2181,987,11,1462,1431,1494,1529,1436,517,494,481,441,461,466,423,446,41.0
822,17:59:23.788,957,995,960,2181,986,1773,1463,1433,1493,1531,1436,514,493,476,441,458,463,425,447,41.0
823,17:59:28.149,956,994,958,2182,988,10,1462,1429,1492,1528,1435,514,493,478,441,461,462,425,446,41.0
824,17:59:33.784,957,992,959,2182,986,1771,1459,1430,1493,1531,1435,517,495,480,441,461,465,425,447,41.0
825,17:59:40.321,958,995,957,2180,987,9,1463,1431,1490,1529,1434,517,495,481,441,459,465,429,447,41.0
826,17:59:44.948,958,996,959,2183,986,1769,1458,1429,1498,1531,1437,514,494,480,441,461,462,425,443,41.0
827,17:59:49.329,960,993,959,2183,985,10,1464,1429,1496,1530,1436,514,496,479,442,461,465,427,442,41.0
828,17:59:53.667,959,995,959,2183,987,1768,1462,1431,1495,1528,1433,515,491,480,440,459,464,426,445,41.0
829,17:59:58.107,959,993,960,2183,985,10,1464,1432,1495,1531,1435,517,495,479,443,463,463,426,447,41.0
830,18:00:02.595,958,992,957,2183,985,1768,1465,1430,1492,1528,1437,513,493,477,442,462,465,427,449,41.0
831,18:00:09.829,959,993,959,2183,986,22,1464,1429,1495,1529,1434,516,493,479,441,462,467,426,444,41.0
832,18:00:14.708,955,994,958,2183,985,1768,1460,1433,1491,1531,1432,517,497,476,439,461,464,426,449,41.0
833,18:00:21.066,957,994,958,2183,984,9,1464,1432,1494,1529,1431,515,496,479,437,458,463,423,446,41.0
834,18:00:27.046,957,992,959,2181,986,1770,1461,1431,1494,1530,1430,514,492,481,440,460,464,424,442,41.0
835,18:00:31.427,958,993,957,2182,987,11,1458,1429,1495,1527,1432,516,491,477,440,459,463,429,444,41.0
836,18:00:36.012,959,992,959,2183,986,1772,1463,1431,1494,1531,1434,518,495,478,440,460,465,425,447,41.0
837,18:00:42.637,954,991,959,2181,985,11,1461,1430,1494,1527,1432,515,495,478,441,461,465,426,448,41.0
838,18:00:47.503,959,993,960,2183,986,1770,1461,1428,1494,1530,1432,513,492,481,439,462,466,427,448,41.0
839,18:00:52.131,959,995,957,2180,986,9,1461,1428,1494,1529,1432,513,497,478,441,460,463,426,446,41.0
840,18:00:56.752,955,993,957,2181,986,1768,1461,1430,1495,1531,1432,515,493,481,441,462,463,428,446,41.0
841,18:01:03.889,957,993,958,2180,988,12,1462,1433,1492,1530,1435,516,496,478,438,461,462,426,445,41.0
842,18:01:08.329,958,991,959,2155,987,1776,1463,1428,1492,1529,1435,514,492,477,442,460,464,425,447,41.0
843,18:01:12.687,956,993,959,2182,985,13,1460,1431,1493,1527,1434,515,495,479,440,460,462,425,446,41.0
844,18:01:17.329,958,994,959,2183,986,1768,1462,1431,1492,1526,1438,515,493,480,437,462,464,426,448,41.0
845,18:01:21.794,958,994,960,2182,986,1771,1460,1429,1496,1529,1438,515,495,480,444,462,463,426,449,41.0
846,18:01:26.147,957,992,960,2183,987,12,1462,1430,1494,1528,1436,513,494,480,441,462,466,428,445,41.0
847,18:01:32.689,958,994,959,2183,988,1771,1460,1429,1494,1526,1436,515,493,478,441,461,465,425,444,41.0
848,18:01:37.352,957,993,962,2182,986,13,1460,1429,1494,1532,1431,517,494,480,439,461,461,426,442,40.0
849,18:01:41.828,958,994,958,2183,987,1770,1462,1429,1496,1531,1434,517,491,480,439,459,464,426,448,40.0
850,18:01:48.022,957,993,960,2183,986,1768,1464,1431,1493,1527,1434,514,494,476,438,460,465,426,446,40.0
851,18:01:55.748,960,993,959,2183,987,24,1463,1429,1493,1530,1436,514,495,481,441,462,461,426,448,40.0
852,18:02:00.401,960,994,958,2182,987,1768,1465,1431,1492,1529,1430,514,493,478,438,459,462,427,446,40.0
853,18:02:05.615,960,991,960,2181,985,1769,1460,1431,1493,1530,1432,513,494,479,437,458,464,430,445,40.0
854,18:02:10.187,959,992,958,2183,988,1768,1460,1430,1494,1529,1432,513,495,480,439,461,463,427,444,40.0
855,18:02:15.449,958,993,958,2183,987,14,1459,1430,1493,1532,1432,513,495,481,440,460,462,424,446,40.0
856,18:02:20.560,956,993,957,2183,987,1771,1460,1431,1492,1531,1436,513,494,479,440,461,462,427,446,40.0
857,18:02:25.564,959,994,957,2183,987,14,1462,1430,1493,1530,1434,517,495,480,442,461,465,427,442,40.0
858,18:02:31.175,958,992,958,2182,986,1767,1462,1433,1493,1527,1432,514,496,478,440,463,462,426,445,40.0
859,18:02:35.571,957,992,959,2183,987,12,1462,1429,1494,1527,1434,513,494,480,440,458,463,426,449,40.0
860,18:02:39.927,958,993,960,2183,986,1768,1462,1429,1494,1530,1433,514,495,478,442,460,462,427,446,40.0
861,18:02:47.889,958,995,958,2182,987,16,1464,1431,1491,1529,1437,517,494,481,438,461,463,426,442,40.0
862,18:02:52.514,957,993,956,2184,983,1773,1462,1430,1494,1528,1437,515,494,477,441,458,464,427,448,40.0
863,18:02:59.410,959,993,959,2185,986,11,1463,1431,1492,1529,1434,515,491,480,441,458,463,427,443,40.0
864,18:03:06.690,958,994,960,2183,987,1771,1461,1431,1493,1530,1435,514,496,478,438,458,462,427,446,40.0
865,18:03:11.187,959,995,959,2180,985,9,1461,1431,1493,1529,1435,518,495,479,438,459,464,427,445,40.0
866,18:03:15.649,959,996,960,2182,986,1772,1465,1433,1493,1529,1436,513,495,478,441,458,464,428,444,40.0
867,18:03:22.088,957,992,959,2181,985,9,1463,1430,1493,1527,1434,514,495,479,439,460,464,427,447,40.0
868,18:03:27.929,958,994,958,2184,986,1771,1464,1432,1492,1526,1432,516,495,477,439,462,466,426,445,40.0
869,18:03:32.295,956,993,960,2183,986,10,1459,1430,1493,1527,1432,513,496,479,441,462,462,426,444,40.0
870,18:03:37.030,957,994,957,2184,987,1770,1462,1431,1491,1528,1431,516,492,479,442,462,463,426,448,40.0
871,18:03:44.168,958,993,959,2183,987,1772,1460,1431,1493,1530,1436,513,491,481,438,457,463,423,445,40.0
872,18:03:48.619,959,993,957,2182,986,11,1460,1431,1494,1531,1436,513,494,476,437,460,462,427,446,40.0
873,18:03:52.988,957,991,958,2184,985,1772,1462,1428,1496,1529,1438,516,492,479,439,458,462,425,442,40.0
874,18:03:58.308,957,994,959,2184,985,10,1461,1432,1496,1531,1436,513,495,479,441,462,463,426,447,40.0
875,18:04:02.827,958,996,958,2182,987,1773,1463,1429,1494,1528,1435,517,494,477,440,461,464,425,445,40.0
876,18:04:09.281,960,994,962,2181,987,11,1463,1430,1493,1528,1437,515,495,479,440,460,463,427,444,40.0
877,18:04:14.382,958,992,960,2182,987,1771,1463,1430,1493,1531,1437,517,493,477,439,461,465,428,447,40.0
878,18:04:18.929,956,992,959,2184,985,11,1463,1430,1493,1528,1433,516,493,480,441,457,462,427,444,40.0
879,18:04:23.451,958,994,959,2182,984,1770,1462,1431,1493,1529,1436,516,495,480,440,461,465,427,444,40.0
880,18:04:29.569,958,992,958,2183,985,10,1463,1431,1492,1527,1437,514,495,480,441,461,461,426,446,40.0
881,18:04:38.002,957,993,959,2181,990,12,1463,1428,1493,1528,1434,516,491,476,440,458,465,425,448,40.0
882,18:04:43.348,958,995,959,2182,986,1770,1464,1431,1494,1529,1435,517,496,480,441,461,464,427,449,40.0
883,18:04:48.289,958,995,958,2184,986,1773,1460,1429,1494,1530,1435,515,493,479,439,461,461,426,445,40.0
884,18:04:53.749,957,993,960,2184,987,11,1461,1430,1495,1528,1438,513,495,481,441,460,465,427,448,40.0
885,18:04:58.524,957,993,958,2181,985,1769,1462,1432,1494,1527,1433,515,494,479,440,458,464,427,445,40.0
886,18:05:02.830,958,996,958,2183,987,9,1460,1431,1495,1527,1436,513,493,480,437,461,463,426,448,40.0
887,18:05:08.145,957,992,959,2182,985,1772,1464,1431,1496,1531,1436,513,492,479,438,460,462,426,448,40.0
888,18:05:13.492,959,993,959,2155,988,9,1460,1430,1491,1528,1436,514,493,478,439,459,463,428,446,40.0
889,18:05:18.909,959,996,959,2156,986,1769,1462,1429,1494,1529,1438,515,493,480,442,461,462,426,445,40.0
890,18:05:26.192,958,992,960,2181,986,9,1462,1429,1496,1532,1434,516,496,478,439,458,465,427,446,40.0
891,18:05:35.180,957,992,958,2184,985,10,1462,1429,1491,1531,1438,517,492,480,441,460,463,424,444,40.0
892,18:05:39.682,957,995,958,2183,987,1771,1460,1430,1496,1529,1437,513,495,480,439,462,464,425,445,40.0
893,18:05:44.651,958,995,960,2185,986,10,1464,1429,1492,1530,1438,516,494,481,440,464,462,429,446,40.0
894,18:05:49.094,958,995,960,2180,985,1771,1464,1430,1494,1530,1435,516,495,479,438,463,462,426,446,40.0
895,18:05:53.467,958,993,959,2183,985,10,1461,1429,1494,1528,1436,514,494,477,439,461,461,426,448,40.0
896,18:05:57.929,957,995,959,2183,986,1773,1462,1431,1495,1527,1437,514,493,480,439,461,466,427,446,40.0
897,18:06:03.168,958,994,959,2184,987,10,1460,1428,1495,1528,1435,516,495,477,437,458,463,427,449,40.0
898,18:06:07.566,958,994,960,2184,984,1769,1461,1433,1493,1532,1436,513,493,478,444,461,464,427,445,40.0
899,18:06:11.990,958,994,958,2181,986,9,1463,1430,1492,1529,1436,516,492,477,439,461,464,426,448,40.0
900,18:06:16.850,958,992,962,2183,985,1773,1464,1430,1494,1532,1434,514,491,477,441,460,466,425,442,40.0
901,18:06:24.712,958,994,958,2183,986,12,1462,1430,1491,1531,1435,517,492,479,439,461,465,424,447,40.0
902,18:06:30.198,957,993,960,2182,987,1773,1464,1433,1495,1529,1435,515,495,478,441,462,461,427,447,40.0
903,18:06:35.052,958,993,957,2182,985,10,1464,1430,1496,1526,1431,517,495,478,438,459,461,426,446,40.0
904,18:06:40.230,959,995,959,2185,985,1770,1465,1427,1495,1526,1432,516,492,477,437,461,464,426,445,40.0
905,18:06:44.849,958,993,958,2183,985,9,1460,1430,1493,1529,1435,515,492,482,440,462,465,427,446,40.0
906,18:06:49.335,958,991,960,2183,983,1772,1459,1428,1492,1527,1431,518,494,480,441,457,463,427,442,40.0
907,18:06:53.850,958,993,960,2183,984,9,1462,1431,1493,1532,1433,513,493,478,442,460,462,427,446,40.0
908,18:06:58.308,959,995,957,2183,986,1762,1464,1429,1493,1531,1431,513,492,478,442,458,463,429,445,40.0
909,18:07:02.789,959,993,957,2181,986,12,1460,1432,1495,1528,1434,517,493,479,440,457,468,427,446,40.0
910,18:07:07.189,955,992,958,2181,985,1771,1461,1432,1493,1527,1434,515,494,480,441,460,462,424,444,40.0
911,18:07:14.332,957,993,958,2185,989,22,1464,1428,1492,1529,1430,517,492,480,441,459,465,427,447,40.0
912,18:07:21.229,958,991,961,2182,986,1769,1461,1428,1493,1526,1434,516,494,481,441,462,466,426,445,40.0
913,18:07:25.591,958,994,959,2182,988,12,1462,1432,1495,1531,1432,513,495,479,438,462,464,427,443,40.0
914,18:07:31.382,958,994,959,2184,987,1771,1461,1428,1496,1529,1432,517,492,479,438,460,466,427,443,40.0
915,18:07:36.237,957,995,958,2182,986,10,1464,1431,1495,1529,1432,516,495,478,440,461,463,426,444,40.0
916,18:07:40.689,958,994,957,2185,986,1771,1463,1428,1495,1529,1434,514,494,479,440,459,464,428,443,40.0
917,18:07:45.126,957,994,958,2181,987,10,1464,1429,1496,1532,1433,517,494,476,437,462,461,427,445,40.0
918,18:07:52.289,957,995,957,2182,986,1771,1461,1429,1495,1527,1431,516,496,480,439,460,464,426,446,40.0
919,18:07:57.131,957,993,958,2183,986,9,1459,1430,1493,1531,1432,517,494,479,439,460,463,426,445,40.0
N_06-27-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
1,18:17:05.328,36209,40476,43812,36128,37311,958,994,958,2184,986,1771,1461,1430,1493,1527,1434,517,495,477,441,462,462,428,444,40.0
2,18:17:09.818,36425,40580,43891,35723,37204,956,993,957,2182,983,17,1461,1431,1496,1528,1437,515,496,479,440,461,463,425,446,40.0
3,18:17:14.254,36619,40837,44094,35803,37295,956,992,959,2182,985,1773,1462,1430,1496,1531,1437,517,494,479,439,461,464,425,447,40.0
4,18:17:18.724,36515,40724,43940,35499,37365,955,994,960,2183,983,1772,1461,1429,1496,1533,1434,515,496,479,442,459,461,427,446,40.0
5,18:17:23.092,36494,40728,43991,35817,37165,957,992,957,2183,988,14,1461,1431,1494,1531,1434,515,495,478,440,460,463,426,446,40.0
6,18:17:27.476,36648,40750,43806,35539,37274,957,993,959,2182,984,1770,1461,1429,1494,1532,1432,515,495,479,440,462,462,430,448,40.0
7,18:17:31.833,36571,40840,43939,35581,37461,957,994,958,2182,985,16,1459,1429,1494,1532,1432,515,496,480,438,459,463,427,448,40.0
8,18:17:36.334,36521,40863,43925,35674,37465,958,993,958,2183,986,1769,1462,1430,1494,1532,1431,515,491,477,441,460,465,427,446,40.0
9,18:17:40.859,36387,40981,43992,35692,37354,958,993,959,2185,984,16,1460,1428,1492,1532,1434,517,493,478,441,459,465,429,444,40.0
10,18:17:45.459,36587,40997,43860,35848,37445,958,993,958,2181,985,1770,1460,1430,1494,1532,1433,515,495,479,437,460,467,426,442,40.0
N_06-27-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,B4 temp.
11,18:18:00.377,36740,40759,44037,35711,37289,958,992,960,2183,986,78,1461,1431,1495,1531,1437,40.0
12,18:18:03.274,36564,40858,43919,35769,37347,958,995,959,2182,986,1771,1461,1430,1491,1528,1433,40.0
13,18:18:06.192,36603,40988,43961,35945,37351,956,994,959,2182,983,1770,1463,1431,1495,1531,1433,40.0
14,18:18:09.084,36774,40925,43943,35597,37280,956,994,960,2183,985,17,1464,1430,1492,1527,1433,40.0
15,18:18:11.933,36736,40880,43969,35568,37412,956,992,960,2183,985,1772,1463,1429,1493,1529,1436,40.0
16,18:18:14.903,36621,40729,44022,35816,37422,957,994,960,2183,986,15,1463,1429,1495,1529,1437,40.0
17,18:18:17.776,36576,40945,43960,35584,37293,958,995,957,2180,986,1767,1463,1430,1493,1530,1436,40.0
18,18:18:20.772,36654,40866,43989,35603,37359,957,992,957,2182,985,15,1461,1429,1493,1529,1438,40.0
19,18:18:23.716,36619,40718,43977,35827,37495,957,994,959,2181,987,1774,1460,1427,1495,1528,1438,40.0
20,18:18:26.636,36621,40892,44115,36024,37426,958,994,959,2183,986,1771,1461,1430,1494,1532,1438,40.0
21,18:18:32.175,36680,40922,43891,35983,37404,958,996,957,2183,987,13,1461,1431,1492,1530,1437,40.0
22,18:18:35.117,36877,40779,43946,35725,37527,958,993,957,2183,988,1774,1463,1428,1492,1530,1437,40.0
23,18:18:37.993,36621,40974,43905,35908,37398,956,993,958,2183,985,14,1462,1428,1493,1531,1436,40.0
24,18:18:40.913,36657,40987,43917,35964,37340,957,994,959,2183,987,1768,1462,1429,1494,1531,1437,40.0
25,18:18:44.013,36683,40677,44114,36003,37344,955,997,958,2183,985,1769,1458,1430,1493,1528,1436,40.0
26,18:18:46.874,36665,40941,43922,35988,37480,957,992,958,2181,987,15,1462,1431,1495,1529,1436,40.0
27,18:18:49.732,36720,40873,44044,35949,37530,957,994,960,2183,989,1773,1462,1431,1492,1526,1436,40.0
28,18:18:52.598,36665,40647,43882,36038,37531,957,992,959,2180,984,14,1461,1431,1496,1526,1437,40.0
29,18:18:55.495,36602,40831,44053,36028,37524,958,993,956,2183,984,1769,1464,1427,1493,1528,1434,40.0
30,18:18:58.395,36595,41014,43847,36113,37661,957,993,957,2183,984,12,1461,1430,1493,1529,1435,40.0
31,18:19:04.016,36842,40937,43910,36290,37680,959,994,958,2183,986,1769,1463,1427,1491,1528,1438,40.0
32,18:19:07.094,36744,40917,43852,36284,37780,956,991,959,2182,987,550,1463,1428,1494,1531,1438,40.0
33,18:19:10.019,36696,40913,43864,36151,37764,958,993,961,2182,986,242,1462,1432,1495,1531,1437,40.0
34,18:19:12.954,36688,40846,43907,36258,37374,958,993,958,2183,987,1771,1460,1430,1495,1531,1437,40.0
N_06-27-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,B4 temp.
35,18:19:22.315,36729,40830,43872,36020,37557,959,992,959,2183,985,27,1465,1429,1492,1528,1435,40.0
36,18:19:25.287,36668,40633,43800,36135,37675,958,996,959,2183,987,1772,1463,1431,1493,1531,1432,40.0
37,18:19:28.537,36699,40759,43904,36105,37715,960,992,957,2182,984,13,1461,1430,1493,1533,1433,40.0
38,18:19:31.916,36689,40797,44093,36150,37716,955,993,958,2183,986,1770,1461,1429,1492,1533,1432,40.0
39,18:19:34.832,36573,40661,43980,36318,37682,959,994,960,2183,984,13,1459,1429,1494,1529,1436,40.0
40,18:19:37.894,36712,40743,43818,36194,37837,957,993,959,2181,986,1770,1462,1428,1496,1532,1431,40.0
41,18:19:43.931,36623,40995,44051,35955,37857,959,992,960,2181,986,15,1460,1430,1495,1530,1434,40.0
42,18:19:46.875,36866,40825,43854,36360,37943,958,994,959,2181,988,1770,1461,1428,1494,1532,1433,40.0
43,18:19:49.875,36892,40839,43989,36254,38018,957,993,960,2183,986,1771,1461,1429,1495,1531,1432,40.0
44,18:19:53.074,36975,40895,43818,36358,38146,959,992,958,2183,985,14,1462,1430,1494,1531,1432,40.0
45,18:19:55.957,36889,40897,43905,36359,38101,956,992,959,2183,984,1771,1464,1430,1493,1529,1433,40.0
N_06-27-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,B4 temp.
46,18:20:05.936,36856,40876,44002,36330,37931,954,994,959,2180,988,26,1463,1429,1493,1529,1438,40.0
