N cycles,,VCM data,,,,lens data,,,,mirror data 
1,,,,,[1, '23053105BE0634053B051F03DA030103DE03E1039E02', 2, 'F40806097D0A390915095209BF098209300A9009D708'],[1, '83014D01360199017B0105015D013101', 2, '8301AB02DF0200038502E6020F03BF02']
2,,,,,[1, '24053105BC0637053A051F03D703FE02E003DA039D02', 2, 'F40805097F0A390913095109BE0983092F0A7009D508'],[1, '83014C0135019C017C0104015A012F01', 2, '83019E02DD0208038502E7021003BF02']
3,,,,,[1, '23053205BC06370539051C03D9030003DD0308049D02', 2, 'F50806097D0A390913095109BF098009300A7A09D508'],[1, '83014C0133019B017D0106015D012F01', 2, '8301B302E00204038502E7021003C002']
4,,,,,[1, '24053105BC0636053A051B03D803FF02E00308049D02', 2, 'F60806097F0A390914095309BF098209300A7C09D508'],[1, '83015F0234019B017F0107015B013101', 2, '8301A502E2020E038602E6021003C202']
5,,,,,[1, '24053105BC0637053A051C03D9030003DD0306049D02', 2, 'F50806097D0A3B0913095209BF0982092F0A7B09D508'],[1, '83014D0133019B017D0105015E012F01', 2, '8301AF02E2020E038802E6020F03C202']
6,,,,,[1, '24052E05BD06350539051D03D8030003DF031A049E02', 2, 'F50806097F0A390913095109BF098209300A7609D608'],[1, '83014D01340199017D0104015D013001', 2, '8301AC02E502F6028902E7021003C302']
7,,,,,[1, '23053205BC06350539051C03DB03FE02DD0306049C02', 2, 'F40806097D0A390912095109BC0981092F0A7C09D408'],[1, '83014F0134019B017B0105015A012F01', 2, '8301B302E60209038802E6020F03C002']
8,,,,,[1, '24053205BC0636053B051D03D7030003DF03EE039D02', 2, 'F60806097E0A3A0913095109BF098309300A8609D508'],[1, '83014C0135019B017B0105015C013201', 2, '83019B02E4020C038902E6021103C002']
9,,,,,[1, '24053105BC06350539051D03D703FE02E003E6039F02', 2, 'F50807097E0A390914095109BF0980092F0A8F09D508'],[1, '83014E01350199017B0104015C013001', 2, '8301B002E6020F038902E6021103C102']
N cycles,,VCM data,,,,lens data,,,,mirror data 
10,[1, '5AC832CAE9C3F3C14AC423053105BC0636053A051F03D903FF02DF031E049E02', 2, '03373A37C5360C361537F50804097F0A3A0915095209BF098309300A8509D508'],,,,,[1, '84014D0135019B017E0105015C013201', 2, '8301B002E6020C038802E4020F03C002']
11,[1, 'BEC7F6C9ACC316C2E0C321053005BE0635053A051D03D9030003DE03E2039D02', 2, 'A9360137F0360E36FF36F50807097C0A3B0913095209BD098009300A8609D508'],,,,,[1, '83014B0136019B017F0105015C013201', 2, '8301AF02E80208038802E6021003C102']
