N cycles,,VCM data,,,,lens data,,,,mirror data 
3,[1, '9DDA11DA49E120E1A8D9E405C905A206950459042104750409048F04AF042304', 2, '4E3D223CCC40FA417E386A094B09270A1808DC07FD094F0AE3096A0A8C0A000A'],,,,,[1, '3401980176019501DE007B004101FF00', 2, '370354031D03A80382020F021603D602']
4,[1, 'B5DA8ADA7BE10CE12AD9E705C805A306950459042204750408049004AE042504', 2, 'C03D2F3CF6407A421D386B094B09270A1708DF07FD094F0AE3096A0A8C0A010A'],,,,,[1, '3401970177019401DE007A003F01FD00', 2, '370353031C03A80381020D021503D802']
N cycles,,VCM data,,,,lens data,,,,mirror data 
1,[1, '06DDD9DBA4E227E3A0DBE605CA05A10694045B042104730409049004AF042504', 2, 'E63C403CF840EE414C3869094B09260A1608DC07FD094E0AE3096B0A8B0AFF09'],,,,,[1, '3401980176019501DF007A004301FD00', 2, '370354031D03A80381020E021603D602']
2,[1, 'A3DA0BDAF2E0CAE021D9E505C905A406930459042104750407048E04AF042204', 2, '903D6D3CE840E54137386A094B09270A1808DB07FE094F0AE3096B0A8B0AFF09'],,,,,[1, '3501980177019601DC007A003F01FB00', 2, '380354031D03A70380020D021503D702']
3,[1, 'BEDA0FDAEDE087E04FD9E505C905A306960458042104750407049004AF042304', 2, '753D1B3CD5405A4155386A094B09240A1708DC07FF09510AE3096B0A8B0A010A'],,,,,[1, '3401960178019501DD007D004201FB00', 2, '370353031D03A80380020D021603D702']
4,[1, '38DBC3D94FE1FFE0ACD9E505C905A10694045B042104740408049004AF042304', 2, '693D4A3CB0406A4135386A094B09250A1708DD07FD09510AE3096C0A8B0A010A'],,,,,[1, '3301980176019501DC007A004101FF00', 2, '370354031D03A8037F020C021403D602']
5,[1, '39DBDAD952E16FE165D9E505CA05A20694045B042104730407048E04AF042304', 2, '343D043C4741DB41D8376B094B09260A1808DD07FD09510AE2096B0A8D0AFF09'],,,,,[1, '340198017A019501DD007B003F01FE00', 2, '370354031D03A80382020D021503D702']
N cycles,,VCM data,,,,lens data,,,,mirror data 
1,[1, 'EADCD0DA67E3C7E26DDBE605CA05A30695045A041F04760405048F04B1042204', 2, '543D913CF3404D425E386B094D09260A1708DD07FD09510AE3096B0A8C0A000A'],,,,,[1, '350197017A019401DE007D004201FE00', 2, '380353031E03A80381020C021603D802']
2,[1, '7EDBE5D964E170E1D2D9E405C905A106960459042004750406048F04B0042304', 2, '113D3C3C1B41FA415B386B094B09250A1908DB07FD094E0AE3096C0A8B0A000A'],,,,,[1, '3701990179019501DC007A004301FB00', 2, '370354031C03A8037F020E021603D602']
3,[1, '73DBC6D9A2E1C4E0EBD8E505CA05A106960459042004750407048F04AF042504', 2, '5A3D3C3CE940F141083869094A09240A1708DE07FC094F0AE2096B0A8C0AFF09'],,,,,[1, '34019A0178019701DC007B004201FB00', 2, '370353031D03A80382020C021503D702']
4,[1, 'FFDA3BDA7AE1DDE05ED9E405C905A10693045B042104750407049004AF042304', 2, '8D3E6B3C8040CF41713869094A09280A1908DE07FD094E0AE3096A0A8B0AFE09'],,,,,[1, '34019A0176019501DF007C004201FF00', 2, '380353031D03A80383020D021403D502']
N cycles,,VCM data,,,,lens data,,,,mirror data 
5,[1, '57DD07DC2DE33FE2A6DBE405C905A30693045A042104760409049004B1042504', 2, 'C03D443CEE409B418D386A094B09260A1908DD07FD094E0AE4096C0A8B0AFF09'],,,,,[1, '3301970179019501DC007E004301FB00', 2, '370354031D03A80380020C021403D702']
6,[1, '07DB40DA3FE158E13FD9E505C805A306950458041F04750406048F04AF042504', 2, '993DA13CB241124208386B094C09260A1808DF07FB094F0AE3096B0A8C0A020A'],,,,,[1, '330196017A019601DF007B004001FD00', 2, '380353031D03A80380020D021603D702']
7,[1, 'F2DA75DA4DE1AEE0D7D8E405C905A106930459042204760406049104AE042504', 2, '5E3DF53B8740C14177386A094C09250A1708DC07FD094F0AE3096A0A8C0A020A'],,,,,[1, '340196017A019801DF007B004101FF00', 2, '380354031D03A70381020C021403D802']
8,[1, '43DBECD936E1F7E0DBD8E505C905A306920459042104750407049004AE042504', 2, '923D303C15410D42233869094B09250A1908DB07FC094F0AE2096A0A8C0A000A'],,,,,[1, '3301970177019401DE007A003F01FD00', 2, '380353031C03A80380020D021403D502']
9,[1, 'EDDA00DAF8E1ABE010D9E705C905A106930458042004750407049004AE042504', 2, 'A73D833C9840E041233869094A09250A1908DD07FD09520AE3096B0A8A0A010A'],,,,,[1, '3401990176019701DF007A003F01FC00', 2, '370353031D03A8037F020B021603D702']
10,[1, 'C6DA2EDA2EE1E1E0E0D8E405C805A106950459042304760409048E04AE042504', 2, 'B33D233CC440D94180386A094C09260A1908DD07FD09500AE3096A0A8B0A010A'],,,,,[1, '3401980176019601DC007C004301FE00', 2, '380353031D03A90380020D021603D702']
11,[1, 'E8DC76DBB7E2FAE281DBE505C905A306930459042004740408049104AF042504', 2, 'E53C793C3B416E4280386A094B09250A1708DD07FD09510AE3096A0A8B0AFF09'],,,,,[1, '3601980179019401DC007B004201FB00', 2, '370354031D03A8037F020B021603D702']
12,[1, '57DB2FDA49E143E145D9E605C905A006950459042204750407048F04AF042304', 2, '803D5A3CCC40AF4184386B094B09270A1708DD07FD09510AE3096B0A8B0A000A'],,,,,[1, '3701980179019601DE007E003F01FB00', 2, '380353031D03A80382020B021703D802']
13,[1, 'AEDA76DA8BE121E1D1D8E505C905A40695045B042104750406048F04AE042304', 2, '4B3D033CF040FB41E3376B094A09260A1908DE07FD09500AE3096C0A8A0A000A'],,,,,[1, '3501970178019501DC007C004301FF00', 2, '370353031D03A80382020E021503D902']
N cycles,,VCM data,,,,lens data,,,,mirror data 
1,[1, '0CDD6CDBE7E27BE13FDBE505C905A20694045A042004760407049004AF042504', 2, '1E3D593C58419742F2376B094C09270A1A08DD07FD09510AE4096A0A8C0AFF09'],,,,,[1, '3501970176019801DE007A004101FD00', 2, '380353031D03A80381020C021703D902']
2,[1, '15DB82DA52E11FE1ECD8E505C905A306940459042104760407049004AE042404', 2, '5B3D763C3041F2416E3869094A09270A1A08DE07FD09500AE3096A0A8C0AFF09'],,,,,[1, '3501990178019401DD007B003F01FB00', 2, '370353031D03A80380020C021703D702']
N cycles,,VCM data,,,,lens data,,,,mirror data 
1,[1, '17DD01DC2AE31BE20DDBE505C905A20695045B042004760409048D04AF042504', 2, 'AB3D903CDA40AE41F93769094B09250A1A08DD07FC094F0AE2096C0A8C0AFE09'],,,,,[1, '3701960176019601E0007D004201FB00', 2, '380353031D03A80381020D021703D502']
2,[1, '16DB71DA7BE108E12DD9E505C905A306950459042104750407048F04AE042504', 2, '773D7D3CB2409D41B1386C094B09260A1808DC07FD094F0AE3096B0A8C0AFE09'],,,,,[1, '3701960177019601DE007B004301FD00', 2, '370354031D03A80380020E021503D602']
N cycles,,VCM data,,,,lens data,,,,mirror data 
1,[1, '8EDD86DB0CE374E18CDBE505C905A20693045B042004760409048E04AE042504', 2, '4A3E003C5941EB4107396B094A09270A1808DD07FC094F0AE3096A0A8A0AFE09'],,,,,[1, '3501970177019801DE007A004101FF00', 2, '380354031C03A80380020C021703D602']
2,[1, '0FDBFBD934E1CBE0EBD8E505C705A306960458042304750407049104AF042404', 2, '4F3D653CCB40E6415E386B094D09260A1808DB07FD094F0AE3096B0A8B0A000A'],,,,,[1, '35019A0176019501E0007B003F01FB00', 2, '380354031D03A80380020B021703D702']
N cycles,,VCM data,,,,lens data,,,,mirror data 
3,[1, '36DD7CDB2BE3C4E187DBE505C705A206950459042104760407049004AF042504', 2, '693DD73C07415B422A386B094C09260A1A08DC07FD094F0AE3096B0A8B0A000A'],,,,,[1, '3701960176019801DE007B004001FC00', 2, '370353031D03A80380020C021703D502']
4,[1, 'EADA0FDA69E11CE18AD8E605C905A306940459042004750407049104AF042304', 2, '253DB03BF14010425E3868094C09260A1608DC07FD094E0AE3096B0A8D0A000A'],,,,,[1, '3501960178019501DD007A004101FB00', 2, '370353031D03A80383020C021603D802']
5,[1, 'CCDA47DA88E172E0C3D8E505C905A206950459042104760407048F04AE042304', 2, 'EF3D913C0641A041353869094B09250A1808DC07FE094E0AE3096A0A8A0AFF09'],,,,,[1, '340197017A019701DE007A003F01FB00', 2, '370353031E03A8037F020C021603D702']
6,[1, '1BDBD9D9AFE1C7E099D9E405C805A306930459042104740407048F04AE042504', 2, 'D43C183C1A41AE41F2376B094B09250A1708DD07FE094E0AE1096A0A8B0AFF09'],,,,,[1, '340199017A019801E0007D003F01FD00', 2, '380353031E03A70380020D021603D502']
7,[1, 'AEDA49DAB4E1EDE026D9E505C905A30696045A042104750409048F04AF042604', 2, '5D3D5F3C2941A64136386B094B09260A1708DD07FD09510AE3096B0A8C0AFF09'],,,,,[1, '3501980177019501DC007E003F01FB00', 2, '380354031C03A80380020C021403D602']
N cycles,,VCM data,,,,lens data,,,,mirror data 
1,[1, 'F2DCCFDBE7E273E245DBE505CA05A10693045A042304720407048F04AF042504', 2, '8F3D363C6940C041FE3769094B09270A1908DB07FD09520AE4096B0A8C0AFE09'],,,,,[1, '35019A0178019401DF007C004201FC00', 2, '370353031D03A70382020B021503D902']
2,[1, '6DDB89DAD8E1F8E04DD9E405CA05A406960459042104730409048F04AE042504', 2, '503D0B3C0A41FE4156386B094B09270A1708DC07FD09510AE3096B0A8B0A000A'],,,,,[1, '3301970179019501DD007D003F01FB00', 2, '380354031D03A9037F020C021503D702']
