N cycles,,VCM data,,,,lens data,,,,mirror data 
1,[1, '42DF47DE2EE301DC1BDE110613060505BD057B052304CC047904D0032B04B703', 2, 'FB41E441A341C33E5C3FDC09970987083E095F09000AA70A570AAB09050A9509'],,,,,[1, '70013A015E01890192019F009500FF00', 2, '65036B036A038A0386037C02AC02F402']
2,[1, 'CCDEA2DE2BE394DC28DE0F0615060505BE057C052404CD047A04D1032904B703', 2, '55423C427E41FA3E033FDB09980987083F095C09FF09A70A570AAB09080A9409'],,,,,[1, '6F013B015E0188019401A20095000001', 2, '65036B036A038A0385037A02AC02F402']
3,[1, '29DF98DE53E39EDC02DE0F0613060505BB057B052204CC047904D1032B04B803', 2, '8942A3410A42C33E253FDB099709870840095D09FF09A70A560AAB09070A9409'],,,,,[1, '71013C015E018A019601A1009600FF00', 2, '65036B0369038A0384037E02AB02F402']
4,[1, 'C4DE2BDE58E304DCA4DD0F0613060405BD057B052304CB047904D0032B04B703', 2, '3B429341E3418A3E0F3FDB099709870841095D09000AA80A560AAE09060A9409'],,,,,[1, '720139015E0189019301A1009800FE00', 2, '65036B036A038A0384037E02AB02F602']
N cycles,,VCM data,,,,lens data,,,,mirror data 
1,[1, 'D5DE59DE07E389DC04DE0F0614060505BD057B052304CB047A04D0032804BA03', 2, 'EF41F8419241A93E3C3FDD09990987083F095C09FF09A80A570AAD09070A9409'],,,,,[1, '70013B0160018A019201A0009700FF00', 2, '64036B036A03890385037C02AE02F402']
2,[1, '5CDF1FDE9DE35FDC51DE0F0612060505BD057B052204CB047904CF032A04B703', 2, '8C41A641DF41B93E383FDD09970987083F095C09FF09A60A570AAD09060A9309'],,,,,[1, '720138015E018B0196019F009600FE00', 2, '64036B0369038A0383037B02AB02F402']
N cycles,,VCM data,,,,lens data,,,,mirror data 
1,[1, 'D4DE37DE13E356DCFEDD0F0613060305BE057B052404CB047C04D0032904B803', 2, 'EC411D42B641F03E653FDD09970987083E095E09000AA70A570AAC09060A9309'],,,,,[1, '7001390162018A0194019F0098000001', 2, '65036A036903890384037D02AC02F502']
2,[1, '48DF9FDE53E36FDCB1DD100612060405BD0579052404CB047B04D0032A04B703', 2, '4F421442AC41E53ECF3EDC09970986083F095D09010AA80A570AAD09050A9509'],,,,,[1, '6E013B0160018B0194019F009900FF00', 2, '65036B036A038A0387037A02AC02F402']
3,[1, '21DF84DE65E365DCD4DD0F0612060505BD057B052204CC047904D0032904B803', 2, 'C841E9411C42943E1D3FDC099809870840095D09000AA70A570AAC09070A9309'],,,,,[1, '6E013C016001890195019F009700FF00', 2, '66036B036903890383037C02AC02F502']
N cycles,,VCM data,,,,lens data,,,,mirror data 
1,[1, 'B3DEB3DE45E34FDC9CDD110612060305BD057B052304CA047A04CF032A04B703', 2, 'BC410E421F429E3E903FDB09960987083F095E09010AA70A550AAE09080A9609'],,,,,[1, '6E013C015E0187019201A3009900FD00', 2, '65036B036A03890384037E02AC02F502']
2,[1, '00DF4ADEE5E206DCF5DD100612060505BD057B052304CB047B04D0032B04B803', 2, 'E841B841B241F23E343FDC099809870840095D09000AA90A550AAD09060A9509'],,,,,[1, '71013B015E018B019201A0009500FF00', 2, '65036A036A03890383037D02AE02F502']
