N_07-25-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
3019,08:47:35.662,36409,37096,35837,36214,35635,1185,1072,971,970,972,2323,1549,1503,1614,1736,1546,469,497,469,489,532,476,460,422,,42.0
3020,08:47:39.140,36428,37090,35511,35977,35536,1186,1070,975,972,973,2323,1551,1506,1614,1737,1542,472,498,465,490,533,475,461,419,,42.0
3021,08:47:45.385,36502,37117,35555,36171,35347,1186,1071,975,972,975,2324,1552,1504,1612,1737,1542,470,494,466,489,531,475,461,417,,42.0
3022,08:47:48.946,36610,37098,35852,36096,35482,1184,1071,975,970,974,2323,1550,1504,1613,1737,1546,472,498,465,491,533,476,461,419,,42.0
3023,08:47:52.523,36423,37068,35746,36151,35775,1186,1071,973,971,971,2323,1552,1505,1613,1736,1544,472,498,469,492,530,476,463,416,,42.0
3024,08:47:56.085,36402,37013,35813,35917,35401,1186,1070,974,973,973,2323,1549,1504,1611,1738,1544,473,499,470,492,535,475,465,422,,42.0
3025,08:47:59.641,36669,37022,35782,36219,35504,1186,1073,974,970,974,2324,1550,1505,1614,1736,1545,473,499,465,490,530,472,462,418,,42.0
3026,08:48:03.340,36477,37049,35682,36133,35534,1186,1071,974,969,975,2324,1554,1504,1612,1739,1547,472,496,467,489,532,474,465,420,,42.0
3027,08:48:07.042,36471,37131,35716,36162,35357,1186,1070,973,970,974,2322,1550,1506,1612,1740,1547,472,498,466,491,530,472,467,417,,42.0
3028,08:48:10.543,36521,37136,35709,36029,35390,1187,1072,975,968,971,2323,1551,1506,1611,1737,1546,470,498,466,493,532,478,466,416,,42.0
3029,08:48:14.064,36476,37185,35815,36148,35527,1184,1069,973,969,971,2324,1553,1505,1612,1737,1546,473,498,469,489,533,473,466,418,,42.0
3030,08:48:17.605,36411,37166,35861,36056,35577,1184,1069,976,969,972,2322,1554,1503,1611,1738,1546,469,498,468,491,531,506,464,418,,42.0
3031,08:48:23.823,36373,37056,35630,36101,35337,1187,1072,973,971,973,2324,1550,1506,1614,1737,1542,470,495,469,493,533,477,461,418,,42.0
3032,08:48:27.365,36720,36951,35772,36157,35410,1185,1071,973,971,972,2324,1551,1505,1613,1739,1543,473,497,468,493,529,476,462,419,,42.0
3033,08:48:30.983,36362,37149,35916,36199,35390,1183,1071,974,971,973,2323,1551,1503,1611,1736,1542,473,496,470,491,534,475,462,420,,42.0
3034,08:48:34.543,36518,37031,35815,35966,35300,1186,1071,974,972,974,2322,1554,1506,1614,1738,1544,470,497,470,491,532,475,462,419,,42.0
3035,08:48:38.122,36304,36939,35825,36155,35565,1186,1070,973,969,973,2323,1551,1503,1613,1737,1546,468,498,467,489,533,474,460,420,,42.0
3036,08:48:41.645,36583,36822,35810,36166,35527,1184,1071,975,970,975,2325,1552,1504,1612,1737,1544,473,497,467,492,530,471,461,423,,42.0
3037,08:48:45.245,36501,37138,35523,35905,35414,1184,1071,972,969,972,2323,1548,1507,1612,1737,1547,471,497,467,493,535,476,465,418,,42.0
3038,08:48:48.903,36526,37272,35726,35920,35311,1181,1071,976,969,972,2323,1548,1505,1610,1738,1545,472,495,469,490,530,472,460,419,,42.0
3039,08:48:52.486,36581,37236,35509,36237,35448,1186,1073,977,969,970,2323,1548,1504,1612,1738,1546,469,498,466,491,533,472,464,419,,42.0
3040,08:48:56.107,36542,37202,35805,36102,35533,1187,1070,977,969,971,2323,1553,1507,1611,1736,1544,471,500,471,492,533,476,464,419,,42.0
3041,08:49:02.305,36574,37072,35557,36286,35378,1184,1070,975,973,972,2325,1551,1505,1611,1738,1546,473,498,470,493,532,473,461,418,,42.0
3042,08:49:05.925,36379,37229,35617,35973,35458,1186,1071,971,972,972,2324,1551,1504,1612,1736,1541,473,501,468,491,533,477,461,422,,42.0
3043,08:49:09.502,36359,37216,35853,35937,35525,1186,1071,973,972,973,2323,1550,1504,1614,1739,1545,473,498,468,494,533,473,463,418,,42.0
3044,08:49:13.145,36565,37217,35884,36003,35434,1183,1071,973,971,973,2323,1551,1504,1613,1737,1548,473,497,467,490,531,474,461,419,,42.0
3045,08:49:16.662,36568,37217,35626,36133,35403,1183,1070,972,970,974,2324,1552,1504,1614,1737,1546,470,499,467,493,531,475,462,419,,42.0
3046,08:49:20.165,36456,37277,35871,36171,35471,1186,1070,973,971,974,2324,1549,1506,1611,1736,1544,471,495,468,490,532,474,462,417,,42.0
3047,08:49:23.708,36489,37066,35804,35941,35558,1186,1073,973,969,971,2323,1552,1505,1612,1739,1548,470,501,468,490,532,476,466,418,,42.0
3048,08:49:27.223,36402,37054,35769,36077,35597,1181,1071,974,970,972,2323,1551,1504,1611,1736,1543,470,498,468,489,533,474,462,421,,42.0
3049,08:49:30.785,36282,37175,35838,36089,35511,1186,1070,976,971,972,2322,1554,1503,1614,1739,1543,472,499,470,492,533,475,462,418,,42.0
3050,08:49:34.480,36638,37217,35668,36019,35587,1186,1070,974,971,971,2325,1552,1507,1613,1737,1545,472,497,470,492,533,476,462,419,,42.0
3051,08:49:40.744,36362,37224,35585,36258,35178,1184,1072,976,971,974,2324,1552,1504,1612,1738,1542,471,497,469,493,530,478,464,421,,42.0
3052,08:49:44.386,36384,37256,35645,36107,35338,1186,1071,974,971,973,2323,1552,1505,1614,1737,1542,473,499,465,491,535,476,465,419,,42.0
3053,08:49:48.045,36408,37191,35554,36074,35418,1185,1070,972,970,974,2322,1550,1504,1613,1736,1549,472,497,468,493,533,475,462,422,,42.0
3054,08:49:51.702,36570,37056,35549,36041,35329,1184,1071,973,970,974,2324,1551,1502,1615,1736,1546,470,497,469,494,533,475,461,420,,42.0
3055,08:49:55.264,36494,37056,35889,36082,35388,1185,1070,972,969,972,2325,1552,1504,1612,1738,1544,474,497,468,490,534,477,462,420,,42.0
3056,08:49:58.802,36587,36963,35658,36030,35435,1184,1072,973,968,972,2324,1551,1507,1612,1736,1545,472,498,467,492,533,476,462,417,,42.0
3057,08:50:02.342,36625,37221,35500,36138,35495,1185,1071,974,972,971,2322,1552,1504,1613,1738,1547,470,498,467,491,529,476,460,419,,42.0
3058,08:50:05.862,36590,37081,35864,36246,35359,1184,1070,971,970,971,2325,1549,1504,1613,1738,1544,470,497,466,493,529,475,463,417,,42.0
3059,08:50:09.421,36585,37202,35962,35909,35514,1183,1069,974,969,972,2323,1549,1505,1614,1737,1545,472,498,468,489,529,475,465,418,,42.0
3060,08:50:13.045,36685,37047,35570,36160,35299,1185,1072,977,967,973,2322,1551,1503,1612,1739,1547,470,497,467,492,536,476,464,417,,42.0
3061,08:50:19.163,36388,37269,35565,36167,35212,1183,1071,972,970,974,2324,1549,1505,1610,1739,1544,471,496,469,491,533,475,465,419,,42.0
3062,08:50:22.784,36612,37065,35733,36215,35469,1186,1070,973,971,972,2322,1553,1504,1614,1734,1542,472,498,467,492,531,475,464,417,,42.0
3063,08:50:26.422,36491,36990,35692,36259,35330,1186,1071,973,970,972,2323,1548,1504,1612,1739,1544,473,497,466,492,530,474,460,422,,42.0
3064,08:50:30.004,36537,37051,35629,36238,35469,1186,1071,974,970,973,2325,1550,1504,1614,1738,1541,471,498,468,492,535,471,463,416,,42.0
3065,08:50:33.640,36501,37080,35693,35984,35475,1186,1071,975,971,972,2323,1552,1505,1614,1738,1541,473,497,468,492,530,475,464,418,,42.0
3066,08:50:37.322,36587,37049,35733,36156,35368,1183,1072,972,970,971,2322,1551,1507,1612,1739,1547,470,495,467,496,530,473,467,418,,42.0
3067,08:50:40.842,36602,37049,35569,36108,35290,1187,1072,972,968,971,2322,1553,1503,1613,1738,1547,473,500,466,491,533,472,466,423,,42.0
3068,08:50:44.442,36498,37058,35790,36187,35488,1185,1069,975,969,973,2322,1551,1504,1613,1737,1546,471,497,470,494,529,475,461,421,,42.0
3069,08:50:48.085,36551,37217,35678,36055,35489,1184,1070,975,969,970,2325,1552,1504,1613,1737,1547,472,497,466,489,529,474,463,423,,42.0
3070,08:50:51.680,36524,37092,35766,36159,35484,1183,1069,976,972,972,2324,1552,1502,1613,1736,1545,472,499,468,493,530,474,462,416,,42.0
3071,08:50:57.885,36527,37183,35574,36391,35213,1185,1069,972,970,974,2323,1552,1504,1612,1738,1544,473,496,470,491,531,476,461,422,,42.0
3072,08:51:01.503,36445,37094,35708,36175,35272,1186,1069,973,972,971,2323,1552,1503,1612,1736,1548,469,494,468,493,532,471,464,422,,42.0
3073,08:51:05.245,36459,37076,35699,36323,35289,1186,1071,972,972,974,2323,1553,1504,1612,1738,1545,472,496,467,490,533,474,461,416,,42.0
3074,08:51:08.823,36497,37103,35789,36246,35420,1184,1070,974,971,971,2323,1549,1507,1613,1737,1548,468,496,468,491,533,477,462,423,,42.0
3075,08:51:12.539,36476,37092,35727,36030,35504,1185,1071,973,972,973,2324,1550,1503,1613,1738,1545,473,495,468,489,534,471,461,418,,42.0
3076,08:51:16.065,36622,37175,35772,36061,35457,1185,1071,976,973,972,2323,1551,1503,1612,1736,1547,470,497,468,489,530,474,463,419,,42.0
3077,08:51:19.623,36471,36996,35707,35958,35398,1186,1069,974,972,975,2323,1550,1504,1612,1735,1547,470,499,467,491,530,473,463,419,,42.0
3078,08:51:23.201,36585,37097,35788,36237,35613,1186,1069,974,969,973,2324,1551,1505,1611,1736,1546,471,494,469,490,534,474,463,417,,42.0
3079,08:51:26.763,36414,37188,35655,36149,35558,1185,1071,975,970,972,2324,1547,1506,1615,1736,1544,472,498,469,490,532,474,463,417,,42.0
3080,08:51:30.406,36274,37016,35743,36153,35532,1186,1073,975,971,973,2324,1552,1508,1612,1737,1543,472,495,468,492,533,475,464,416,,42.0
3081,08:51:36.565,36342,37098,35444,36089,35369,1185,1071,972,969,971,2322,1552,1504,1611,1737,1544,469,494,471,490,533,478,466,420,,42.0
3082,08:51:40.142,36562,37092,35698,36191,35352,1186,1070,972,972,971,2324,1553,1506,1613,1736,1546,472,497,467,493,530,477,461,417,,42.0
3083,08:51:43.723,36545,37134,35550,36252,35313,1182,1071,973,970,970,2325,1553,1506,1614,1738,1544,473,498,469,489,533,477,461,420,,42.0
3084,08:51:47.283,36349,37150,35839,36203,35309,1184,1072,976,970,970,2323,1551,1508,1612,1736,1547,472,496,465,492,532,477,465,418,,42.0
3085,08:51:50.921,36570,37192,35710,36128,35540,1183,1069,977,971,972,2324,1551,1507,1614,1737,1548,472,497,468,489,532,474,462,422,,42.0
3086,08:51:54.483,36331,37202,35623,36228,35378,1186,1069,977,971,970,2325,1554,1508,1612,1739,1546,470,500,470,493,532,472,464,421,,42.0
3087,08:51:58.125,36390,37185,35801,36125,35449,1186,1069,974,971,971,2323,1554,1507,1612,1736,1546,472,499,467,489,530,474,464,420,,42.0
3088,08:52:01.684,36373,37026,35822,36166,35305,1184,1070,976,971,972,2323,1550,1506,1612,1735,1547,471,494,468,491,529,476,464,422,,42.0
3089,08:52:05.203,36551,36983,35623,36133,35461,1181,1070,973,971,971,2323,1551,1505,1614,1736,1546,473,495,466,491,535,473,463,420,,42.0
3090,08:52:08.799,36519,37054,35618,36022,35477,1183,1069,975,970,971,2323,1552,1504,1611,1736,1545,471,497,467,491,534,477,464,418,,42.0
3091,08:52:14.963,36766,37136,35662,36294,35427,1186,1072,974,972,972,2323,1551,1505,1614,1739,1547,469,498,465,490,531,472,463,420,,42.0
3092,08:52:18.705,36362,37114,35777,36014,35515,1183,1071,974,972,971,2322,1552,1503,1612,1738,1543,473,498,467,493,535,503,465,421,,42.0
3093,08:52:22.242,36558,37229,35790,35981,35571,1185,1071,972,969,972,2323,1552,1506,1614,1735,1544,471,498,467,488,532,477,461,416,,42.0
3094,08:52:25.862,36447,37149,35674,36098,35545,1183,1071,973,972,974,2323,1553,1505,1611,1736,1544,471,498,465,493,529,472,460,420,,42.0
3095,08:52:29.422,36449,37250,35873,36099,35380,1183,1072,973,971,974,2322,1552,1506,1614,1737,1543,471,497,469,492,530,478,460,419,,42.0
3096,08:52:33.082,36544,37240,35688,36110,35473,1182,1071,974,971,973,2326,1552,1506,1612,1737,1541,472,498,466,488,535,478,465,420,,42.0
3097,08:52:36.764,36637,37251,35751,36245,35444,1181,1071,975,971,975,2323,1551,1505,1613,1739,1543,472,498,468,491,532,473,464,422,,42.0
3098,08:52:40.501,36400,37212,35774,35901,35465,1185,1069,973,970,971,2322,1550,1506,1611,1735,1542,472,497,468,491,532,478,465,418,,42.0
3099,08:52:44.082,36404,37201,35681,35980,35442,1184,1072,977,970,969,2324,1552,1503,1614,1737,1545,472,498,467,490,532,477,462,418,,42.0
3100,08:52:47.704,36468,37014,35636,36065,35435,1187,1071,976,969,970,2324,1550,1504,1612,1737,1542,471,494,468,491,532,475,465,416,,42.0
3101,08:52:53.883,36376,37140,35711,36127,35196,1188,1070,973,972,974,2324,1550,1506,1614,1736,1541,468,495,471,489,530,477,460,418,,42.0
3102,08:52:57.442,36404,37168,35919,36061,35216,1183,1070,973,971,974,2322,1551,1503,1612,1737,1544,472,496,469,490,530,475,466,417,,42.0
3103,08:53:01.061,36637,37156,35886,36100,35487,1183,1071,973,970,971,2325,1548,1504,1613,1737,1544,468,496,468,491,531,503,461,417,,42.0
3104,08:53:04.604,36333,37154,35742,36044,35582,1185,1073,973,971,971,2323,1550,1505,1612,1737,1546,472,498,469,490,531,474,463,421,,42.0
3105,08:53:08.180,36455,37204,35709,36115,35442,1186,1071,976,972,972,2324,1553,1507,1613,1736,1546,472,497,469,492,532,475,460,418,,42.0
3106,08:53:11.762,36310,37400,35718,36039,35470,1182,1070,973,973,970,2323,1550,1506,1614,1738,1545,473,497,468,489,531,473,462,418,,42.0
3107,08:53:15.365,36430,37112,35770,36189,35471,1184,1070,974,972,971,2322,1549,1507,1614,1739,1546,471,496,468,493,530,502,464,417,,42.0
3108,08:53:18.983,36354,37217,35797,36159,35433,1184,1070,974,970,969,2324,1548,1506,1612,1738,1546,473,499,467,489,529,473,462,416,,42.0
3109,08:53:22.582,36532,37044,35740,36083,35461,1183,1070,977,972,973,2325,1547,1506,1614,1737,1545,472,495,469,488,533,475,464,417,,42.0
3110,08:53:26.182,36394,37161,35746,36100,35226,1186,1071,973,971,972,2324,1554,1507,1612,1737,1544,472,496,469,492,532,471,462,419,,42.0
3111,08:53:32.344,36463,37181,35685,36211,35434,1187,1073,973,970,975,2323,1551,1505,1612,1737,1541,473,500,469,489,531,472,462,418,,42.0
3112,08:53:36.025,36315,37248,35546,36031,35282,1183,1073,975,970,972,2324,1553,1508,1613,1737,1542,471,499,468,493,531,474,463,422,,42.0
3113,08:53:39.682,36534,37209,35736,36160,35309,1184,1069,973,970,974,2322,1553,1503,1613,1739,1546,473,498,471,491,533,476,463,420,,42.0
3114,08:53:43.359,36413,37030,35616,36183,35321,1186,1072,972,972,974,2323,1554,1505,1614,1737,1545,471,498,467,491,536,475,466,417,,42.0
3115,08:53:46.986,36437,37135,35958,35949,35435,1183,1073,973,972,973,2325,1550,1509,1615,1737,1546,470,499,468,493,533,502,462,421,,42.0
3116,08:53:50.543,36633,37108,35773,36081,35388,1184,1070,976,969,971,2323,1551,1507,1613,1736,1543,472,496,467,492,530,475,465,422,,42.0
3117,08:53:54.122,36557,37155,35806,36130,35452,1186,1071,974,971,973,2324,1550,1503,1614,1738,1547,472,496,468,492,534,477,463,446,,42.0
3118,08:53:57.783,36569,37050,35721,36086,35514,1186,1071,977,970,970,2324,1552,1505,1614,1737,1549,473,496,467,492,534,477,461,419,,42.0
3119,08:54:01.423,36469,37183,35892,35994,35373,1186,1071,977,972,971,2324,1551,1504,1613,1739,1547,473,499,468,488,532,475,461,417,,42.0
3120,08:54:05.082,36409,37058,35774,36102,35470,1183,1071,977,972,971,2324,1550,1504,1613,1736,1545,473,494,467,494,533,475,461,419,,42.0
3121,08:54:11.303,36629,37348,35552,36214,35182,1184,1071,975,971,972,2323,1554,1503,1614,1737,1545,468,495,472,489,535,477,462,420,,42.0
3122,08:54:14.903,36566,37138,35609,36198,35254,1183,1073,974,970,973,2323,1550,1505,1613,1739,1546,471,498,467,493,531,475,460,418,,42.0
3123,08:54:18.443,36497,37256,35731,36020,35457,1186,1070,976,971,974,2324,1551,1504,1613,1737,1546,470,497,466,489,531,478,461,420,,42.0
3124,08:54:22.123,36560,37127,35697,36159,35324,1187,1070,976,970,973,2324,1550,1505,1613,1738,1544,475,496,468,489,530,475,463,421,,42.0
3125,08:54:25.663,36511,37194,35681,36044,35453,1186,1070,975,970,971,2323,1550,1505,1612,1736,1545,472,497,467,489,530,475,463,420,,42.0
3126,08:54:29.283,36527,37076,35863,36181,35407,1184,1069,976,971,974,2325,1548,1504,1613,1736,1544,472,496,467,493,533,471,461,446,,42.0
3127,08:54:32.922,36536,37016,35755,36084,35517,1184,1070,977,971,973,2322,1552,1506,1610,1736,1546,472,498,468,492,535,478,464,419,,42.0
3128,08:54:36.421,36413,37127,35683,35992,35408,1185,1071,974,968,974,2325,1553,1504,1612,1737,1547,468,501,467,491,532,474,464,417,,42.0
3129,08:54:40.104,36352,37243,35596,36099,35389,1183,1071,975,969,973,2324,1552,1504,1613,1738,1546,473,500,468,491,535,471,463,423,,42.0
3130,08:54:43.722,36535,37152,35710,36028,35611,1185,1072,973,969,973,2321,1550,1505,1614,1736,1545,473,496,469,489,530,473,464,416,,42.0
3131,08:54:49.944,36368,37076,35586,36267,35124,1184,1071,974,971,975,2324,1552,1507,1611,1733,1543,469,497,469,488,534,475,463,419,,43.0
3132,08:54:53.562,36555,37172,35718,36126,35501,1186,1069,975,969,972,2323,1550,1506,1612,1737,1545,470,498,468,490,533,475,461,418,,42.0
3133,08:54:57.120,36529,37192,35736,36250,35392,1186,1071,975,971,972,2323,1551,1505,1612,1739,1545,469,497,469,492,531,474,461,421,,42.0
3134,08:55:00.830,36403,37105,35726,36193,35443,1184,1069,974,970,973,2323,1548,1505,1614,1737,1545,471,497,467,492,533,478,463,419,,42.0
3135,08:55:04.364,36446,37105,35855,36095,35506,1187,1071,975,969,973,2325,1550,1506,1614,1735,1545,473,497,466,488,530,473,462,422,,42.0
3136,08:55:07.924,36482,37074,35804,36217,35467,1186,1071,973,970,975,2323,1550,1506,1612,1737,1547,472,499,467,493,530,477,463,420,,42.0
3137,08:55:11.465,36594,37213,35678,36124,35423,1184,1072,976,970,974,2324,1551,1507,1611,1738,1545,472,494,468,489,530,476,462,422,,42.0
3138,08:55:15.043,36437,37137,35881,36077,35497,1185,1071,972,972,973,2323,1550,1506,1612,1738,1547,472,498,468,492,535,476,463,419,,42.0
3139,08:55:18.644,36620,37049,35638,36039,35465,1184,1072,974,970,973,2324,1551,1507,1612,1738,1546,471,496,471,491,532,478,466,421,,43.0
3140,08:55:22.241,36419,37135,35731,35981,35574,1185,1070,975,970,973,2325,1551,1507,1611,1737,1541,471,498,468,492,532,473,467,420,,42.0
3141,08:55:28.424,36508,37000,35565,36313,35332,1186,1069,974,970,974,2323,1552,1506,1609,1734,1543,469,497,469,491,532,475,461,418,,43.0
3142,08:55:32.020,36291,37181,35588,36061,35504,1185,1071,973,972,972,2325,1552,1504,1613,1737,1541,469,498,466,492,531,475,466,416,,42.0
3143,08:55:35.702,36566,37046,35715,36191,35364,1183,1070,974,972,972,2325,1554,1505,1612,1738,1541,473,499,471,491,533,475,463,418,,42.0
3144,08:55:39.260,36424,37101,35735,35913,35485,1183,1072,976,971,975,2325,1553,1504,1613,1737,1547,471,498,465,489,532,476,461,418,,42.0
3145,08:55:42.841,36492,37180,35783,35991,35596,1186,1070,972,972,973,2324,1549,1506,1613,1737,1546,472,497,468,489,531,476,463,421,,42.0
3146,08:55:46.364,36406,36978,35713,36215,35590,1184,1071,971,972,973,2323,1553,1504,1612,1738,1546,473,495,468,491,529,473,461,420,,42.0
3147,08:55:49.906,36581,36998,35809,36005,35549,1184,1070,973,971,972,2323,1555,1504,1612,1737,1547,472,498,465,490,531,473,464,421,,42.0
3148,08:55:53.482,36284,37115,35623,36057,35520,1187,1071,973,971,974,2323,1553,1504,1614,1736,1546,472,496,469,488,532,472,464,418,,42.0
3149,08:55:57.121,36700,37068,35774,36070,35383,1181,1072,973,972,973,2324,1553,1504,1614,1737,1544,470,496,465,492,532,474,461,421,,43.0
3150,08:56:00.721,36415,37040,35759,36111,35448,1183,1071,973,970,973,2324,1548,1505,1613,1737,1545,471,498,471,489,530,476,465,421,,43.0
3151,08:56:06.940,36338,37101,35420,36220,35107,1185,1070,972,972,975,2324,1550,1504,1612,1737,1546,473,497,467,492,530,476,465,420,,43.0
3152,08:56:10.521,36367,37069,35836,36173,35611,1183,1072,976,972,973,2322,1551,1507,1614,1736,1542,471,497,470,493,533,476,462,420,,42.0
3153,08:56:14.061,36242,37117,35889,36124,35587,1184,1073,977,973,971,2323,1552,1504,1612,1738,1544,473,496,467,492,529,476,462,418,,42.0
3154,08:56:17.643,36436,37036,35681,36133,35358,1184,1072,977,970,973,2323,1548,1505,1612,1737,1544,472,498,468,493,534,475,461,420,,42.0
3155,08:56:21.181,36354,36970,35871,36160,35484,1186,1072,976,970,972,2323,1553,1503,1614,1737,1542,470,497,469,491,531,474,463,419,,42.0
3156,08:56:24.722,36399,37003,35685,36035,35462,1186,1072,976,971,972,2322,1553,1502,1615,1737,1548,473,497,468,492,531,472,462,416,,42.0
3157,08:56:28.282,36553,37024,35736,36139,35327,1185,1070,976,970,970,2323,1550,1504,1614,1736,1546,472,495,467,492,536,473,462,420,,42.0
3158,08:56:31.900,36265,37035,35722,35961,35528,1186,1071,975,972,970,2323,1552,1506,1614,1738,1546,469,496,467,493,529,475,467,418,,43.0
3159,08:56:35.582,36522,36970,35803,36083,35285,1186,1072,975,972,972,2323,1547,1505,1613,1737,1545,473,496,468,492,530,506,462,418,,43.0
3160,08:56:39.182,36513,37101,35927,36149,35614,1186,1072,976,972,969,2323,1552,1504,1614,1736,1547,470,499,467,491,535,475,462,419,,43.0
3161,08:56:45.241,36480,37214,35552,36058,35294,1186,1073,973,972,971,2322,1550,1505,1614,1738,1545,471,495,466,491,532,472,460,420,,43.0
3162,08:56:48.883,36461,36957,35634,36128,35230,1186,1071,973,971,970,2323,1549,1503,1613,1738,1545,471,499,468,492,534,476,460,420,,42.0
3163,08:56:52.404,36308,37194,35560,36160,35296,1186,1072,972,971,971,2325,1552,1504,1613,1737,1546,473,496,470,488,531,473,461,420,,42.0
3164,08:56:55.984,36488,37061,35788,36107,35462,1186,1072,973,972,972,2324,1551,1504,1613,1738,1546,472,496,467,490,530,476,463,419,,43.0
3165,08:56:59.522,36220,36988,35719,36153,35363,1184,1071,976,970,971,2323,1550,1507,1612,1737,1543,472,498,467,492,533,473,462,420,,43.0
3166,08:57:03.144,36493,36961,35607,36089,35422,1183,1072,974,971,972,2325,1552,1504,1612,1739,1544,469,495,467,491,533,473,465,420,,43.0
3167,08:57:06.724,36331,37160,35842,36152,35486,1184,1071,976,971,972,2325,1550,1506,1612,1735,1545,472,497,467,492,531,475,463,419,,43.0
3168,08:57:10.421,36479,37171,35621,36210,35319,1183,1071,976,972,973,2322,1554,1505,1612,1736,1545,468,497,468,492,529,476,464,417,,43.0
3169,08:57:14.043,36574,37097,35825,36000,35384,1186,1071,974,972,973,2323,1552,1504,1614,1736,1545,473,499,467,493,536,473,463,418,,43.0
3170,08:57:17.680,36462,37044,35807,35924,35273,1186,1070,974,970,970,2324,1550,1507,1614,1739,1546,471,497,465,488,534,475,468,419,,43.0
3171,08:57:23.902,36383,37172,35551,36165,35475,1186,1070,975,973,970,2323,1549,1504,1613,1739,1541,470,497,469,491,534,475,462,421,,43.0
3172,08:57:27.522,36450,37090,35646,36007,35410,1185,1072,973,971,974,2323,1554,1504,1614,1737,1546,469,499,469,492,530,477,462,420,,43.0
3173,08:57:31.183,36650,37178,35763,35942,35422,1186,1070,973,970,971,2324,1551,1506,1612,1739,1545,472,495,467,492,535,476,462,420,,43.0
3174,08:57:34.744,36505,37003,35736,36221,35483,1185,1071,975,969,974,2324,1552,1506,1614,1739,1543,471,499,468,491,529,475,462,419,,42.0
3175,08:57:38.421,36517,37078,35679,36021,35289,1183,1069,976,970,971,2324,1549,1508,1614,1737,1542,473,495,467,488,533,472,462,416,,43.0
3176,08:57:42.041,36458,37132,35558,36030,35375,1182,1071,972,971,971,2325,1553,1505,1613,1735,1546,472,495,468,492,533,475,464,418,,42.0
3177,08:57:45.801,36666,37132,35743,36101,35419,1187,1072,973,969,973,2325,1553,1505,1612,1739,1546,472,496,469,490,537,475,462,420,,43.0
3178,08:57:49.361,36489,37066,35813,35897,35418,1187,1070,974,969,972,2323,1550,1505,1612,1739,1546,472,496,465,491,529,475,464,420,,43.0
3179,08:57:52.941,36432,37049,35585,36206,35548,1184,1070,974,970,971,2324,1551,1504,1613,1736,1545,471,497,468,490,532,476,464,422,,43.0
3180,08:57:56.481,36506,37015,35755,36087,35295,1186,1072,976,973,975,2323,1550,1507,1615,1737,1546,472,498,466,492,529,479,461,419,,43.0
3181,08:58:02.748,36404,37214,35559,36158,35382,1185,1070,974,970,974,2322,1551,1503,1613,1737,1547,472,496,469,492,531,475,463,418,,43.0
3182,08:58:06.421,36424,37131,35822,36130,35474,1186,1073,974,974,972,2323,1553,1507,1613,1736,1546,470,500,467,493,533,477,463,419,,43.0
3183,08:58:10.003,36644,37015,35577,36173,35484,1187,1071,974,971,973,2325,1554,1503,1612,1738,1547,473,498,468,492,533,474,461,422,,43.0
3184,08:58:13.581,36454,37035,35558,36055,35476,1183,1071,974,971,972,2322,1550,1504,1612,1737,1545,473,498,467,491,533,476,463,420,,43.0
3185,08:58:17.145,36465,37013,35729,36144,35467,1184,1071,974,971,973,2324,1551,1503,1610,1739,1545,470,496,468,489,533,475,462,421,,43.0
3186,08:58:20.724,36384,37211,35750,35958,35413,1186,1069,974,971,971,2323,1550,1504,1612,1737,1547,472,497,467,489,531,472,464,422,,43.0
3187,08:58:24.305,36610,37148,35659,36066,35467,1186,1072,974,971,971,2323,1549,1507,1614,1737,1546,473,496,469,493,533,475,466,419,,43.0
3188,08:58:27.861,36545,37004,35667,36048,35350,1182,1071,976,972,972,2322,1548,1504,1612,1738,1548,473,496,468,491,535,474,462,419,,43.0
3189,08:58:31.363,36640,36908,35719,35975,35553,1186,1071,976,971,972,2322,1550,1503,1612,1736,1547,473,497,466,490,533,477,464,419,,43.0
3190,08:58:34.922,36410,37120,35777,36056,35552,1186,1069,976,973,970,2322,1547,1507,1610,1737,1545,472,497,468,494,533,472,467,419,,43.0
3191,08:58:41.023,36333,37011,35504,36199,35506,1186,1071,975,970,972,2323,1552,1504,1613,1738,1546,472,497,471,493,529,472,460,417,,43.0
3192,08:58:44.564,36544,37261,35660,36133,35417,1181,1071,976,972,974,2323,1552,1502,1614,1736,1546,473,496,468,490,533,474,463,420,,43.0
3193,08:58:48.200,36506,37192,35710,36056,35537,1181,1072,974,973,971,2323,1554,1505,1612,1737,1545,473,495,467,492,529,478,465,420,,43.0
3194,08:58:51.662,36406,37040,35736,36021,35373,1183,1071,976,972,972,2322,1551,1504,1612,1740,1544,472,497,468,489,530,474,461,418,,43.0
3195,08:58:55.261,36445,36993,35704,36210,35270,1185,1071,976,973,973,2325,1552,1506,1613,1737,1541,472,499,470,493,529,476,462,420,,43.0
3196,08:58:58.781,36604,37170,35725,36047,35427,1181,1069,976,972,974,2323,1551,1506,1612,1736,1547,473,494,466,493,532,472,461,419,,43.0
3197,08:59:02.343,36489,37006,35599,36010,35452,1184,1071,975,970,973,2323,1549,1505,1613,1738,1544,469,497,468,488,530,475,464,419,,43.0
3198,08:59:05.981,36330,37080,35806,35967,35361,1184,1071,972,969,971,2322,1551,1504,1611,1737,1542,469,497,468,491,533,475,461,421,,43.0
