N_07-25-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
946,06:34:33.180,36340,37304,35520,36026,35114,1184,1072,974,971,974,2324,1552,1504,1614,1737,1545,473,498,469,493,535,474,462,420,,42.0
947,06:34:36.741,36303,37323,35682,36046,35414,1186,1070,973,971,973,2323,1554,1506,1610,1739,1546,470,494,468,489,529,478,465,423,,42.0
948,06:34:40.380,36402,37297,35862,36221,35375,1186,1071,974,969,975,2325,1551,1505,1614,1738,1542,473,498,470,491,536,473,463,420,,42.0
949,06:34:43.921,36426,37204,35795,36218,35330,1187,1072,974,970,975,2325,1552,1507,1614,1739,1548,472,499,468,489,534,473,462,420,,42.0
950,06:34:47.458,36482,37197,35639,36211,35437,1184,1073,972,971,974,2322,1550,1505,1614,1737,1545,473,495,469,491,533,471,463,417,,42.0
951,06:34:53.640,36735,37029,35809,36167,35365,1186,1072,972,970,975,2322,1553,1504,1611,1739,1545,472,498,470,489,532,475,463,422,,42.0
952,06:34:57.258,36570,36946,35776,36081,35323,1183,1071,975,970,972,2326,1550,1506,1615,1737,1545,472,496,468,493,534,474,465,416,,42.0
953,06:35:00.797,36474,37214,35757,36065,35412,1187,1072,973,970,970,2323,1551,1506,1613,1739,1547,473,499,466,489,531,478,462,419,,42.0
954,06:35:04.441,36462,37215,35564,35943,35525,1185,1071,972,971,972,2322,1552,1506,1612,1737,1547,472,498,470,488,532,477,462,417,,42.0
955,06:35:08.158,36475,37298,35720,36027,35523,1186,1072,973,971,972,2323,1552,1503,1612,1739,1544,471,495,469,490,532,480,463,420,,42.0
956,06:35:11.759,36448,37134,35622,36136,35462,1185,1070,973,971,972,2323,1552,1505,1612,1737,1545,472,497,468,493,535,476,460,417,,42.0
957,06:35:15.278,36394,37214,35754,36091,35274,1186,1072,974,970,971,2325,1551,1505,1612,1735,1544,471,499,469,493,532,472,463,419,,42.0
958,06:35:18.921,36315,37262,35639,36121,35327,1184,1070,973,972,971,2322,1552,1503,1613,1736,1545,472,497,467,493,532,473,465,418,,42.0
959,06:35:22.577,36453,37099,35633,36252,35282,1184,1072,973,970,972,2323,1552,1505,1613,1738,1547,473,497,469,493,534,475,462,448,,42.0
960,06:35:26.280,36491,37166,35647,36196,35302,1184,1071,974,971,971,2322,1549,1503,1615,1738,1546,473,497,465,490,535,476,462,446,,42.0
961,06:35:32.541,36475,37038,35550,36224,35353,1184,1072,975,970,972,2324,1551,1504,1613,1737,1543,472,497,468,493,531,471,464,420,,42.0
962,06:35:36.181,36535,37268,35770,36118,35321,1186,1071,974,972,974,2322,1548,1506,1614,1738,1543,469,498,468,489,534,475,462,420,,42.0
963,06:35:39.718,36365,37143,35775,36100,35453,1187,1070,974,970,974,2322,1550,1506,1611,1736,1543,473,499,468,492,533,475,464,420,,42.0
964,06:35:43.358,36484,37328,35614,36269,35415,1184,1071,974,971,972,2322,1552,1504,1615,1737,1543,472,497,468,493,531,476,465,420,,42.0
965,06:35:46.921,36635,37256,35715,36074,35311,1185,1072,973,971,973,2325,1548,1503,1615,1736,1547,473,498,467,492,534,474,462,418,,42.0
966,06:35:50.499,36337,37227,35893,36106,35303,1186,1072,975,966,974,2324,1551,1506,1614,1737,1546,472,497,468,490,535,475,461,420,,42.0
967,06:35:54.097,36417,37291,35631,36042,35346,1184,1072,974,971,974,2324,1551,1506,1612,1737,1545,473,497,467,492,532,477,465,423,,42.0
968,06:35:57.739,36527,37261,35765,36071,35270,1180,1072,973,967,973,2325,1552,1505,1613,1736,1547,473,498,468,491,531,497,464,419,,42.0
969,06:36:01.299,36456,37274,35705,36086,35391,1186,1072,974,971,969,2324,1550,1505,1612,1737,1546,471,495,468,489,531,474,462,417,,42.0
970,06:36:04.801,36555,37446,35830,36071,35509,1184,1072,974,970,971,2322,1551,1505,1613,1736,1546,472,498,470,492,529,475,462,423,,42.0
971,06:36:11.379,36478,36959,35494,36097,35169,1183,1069,973,971,969,2323,1553,1504,1614,1737,1542,472,497,468,493,531,475,461,418,,42.0
972,06:36:14.922,36480,37291,35760,36124,35325,1184,1071,973,968,971,2323,1550,1506,1612,1738,1545,470,497,469,491,531,476,465,420,,42.0
973,06:36:18.480,36396,37161,35591,36294,35332,1186,1072,972,971,972,2323,1551,1504,1613,1738,1541,472,496,468,490,535,476,462,421,,42.0
974,06:36:22.039,36517,37365,35556,36228,35434,1183,1072,974,967,971,2322,1554,1506,1613,1738,1546,473,495,469,491,531,474,462,421,,42.0
975,06:36:25.701,36431,37212,35722,35907,35263,1187,1071,972,969,970,2325,1552,1504,1610,1738,1545,471,496,469,493,531,476,463,420,,42.0
976,06:36:29.340,36473,37182,35684,36115,35354,1185,1071,973,970,971,2324,1552,1505,1614,1739,1546,472,498,467,491,535,474,463,419,,42.0
977,06:36:32.900,36468,37294,35796,35967,35358,1184,1072,973,968,972,2322,1552,1506,1611,1738,1544,471,496,466,488,535,505,463,418,,42.0
978,06:36:36.440,36480,37248,35681,36246,35322,1185,1071,975,971,971,2322,1553,1506,1614,1738,1544,473,498,468,493,535,473,462,419,,42.0
979,06:36:39.997,36561,37173,35707,36087,35476,1186,1071,974,970,970,2325,1550,1504,1611,1735,1545,471,498,469,491,535,476,461,419,,42.0
980,06:36:43.563,36457,37271,35679,35931,35402,1186,1072,975,971,974,2323,1551,1506,1612,1737,1544,471,497,470,491,534,472,463,418,,42.0
981,06:36:49.721,36507,36945,35547,36317,35250,1182,1073,973,971,972,2322,1552,1505,1615,1737,1548,472,497,468,489,531,474,467,421,,42.0
982,06:36:53.262,36365,37320,35686,36017,35409,1186,1072,973,971,972,2325,1552,1508,1614,1737,1547,471,496,470,491,536,475,461,421,,42.0
983,06:36:56.841,36436,37296,35780,36121,35429,1184,1071,971,970,969,2323,1550,1504,1611,1736,1545,472,498,468,489,534,476,463,416,,42.0
984,06:37:00.461,36410,37205,35595,35950,35381,1185,1071,973,973,972,2324,1552,1508,1614,1738,1544,472,498,468,491,530,474,463,418,,42.0
985,06:37:03.962,36555,37229,35715,36202,35356,1185,1069,971,971,972,2323,1551,1506,1614,1737,1542,469,497,471,491,529,474,462,417,,42.0
986,06:37:07.459,36495,37299,35615,36254,35489,1187,1070,977,973,970,2323,1551,1504,1613,1736,1544,472,498,467,491,533,472,462,419,,42.0
987,06:37:11.183,36610,37357,35640,36255,35501,1187,1070,974,972,972,2324,1550,1506,1613,1739,1546,469,498,467,491,533,475,464,420,,42.0
988,06:37:14.720,36584,37400,35796,36182,35455,1186,1071,972,972,972,2324,1551,1507,1612,1736,1545,471,499,467,491,534,475,462,417,,42.0
989,06:37:18.281,36594,37351,35605,36010,35459,1186,1070,973,971,971,2323,1554,1505,1614,1738,1545,473,496,467,491,535,476,462,417,,42.0
990,06:37:21.858,36445,37282,35801,36260,35333,1182,1070,974,971,974,2323,1552,1507,1614,1737,1546,472,497,468,492,533,474,466,420,,42.0
991,06:37:28.042,36447,37017,35554,36182,35366,1186,1070,976,970,971,2324,1551,1504,1613,1737,1544,473,495,469,492,534,475,465,421,,42.0
992,06:37:31.598,36647,37301,35743,35923,35347,1185,1071,975,971,972,2322,1552,1507,1611,1739,1544,471,499,468,490,533,474,460,442,,42.0
993,06:37:35.260,36432,37339,35610,36176,35486,1185,1071,973,970,972,2322,1552,1503,1614,1737,1547,472,497,465,491,529,475,466,419,,42.0
994,06:37:38.998,36487,37418,35653,36141,35319,1186,1071,974,970,971,2323,1550,1504,1614,1739,1547,472,498,468,489,531,474,461,417,,42.0
995,06:37:42.578,36398,37259,35736,36106,35380,1183,1070,975,971,971,2323,1549,1503,1614,1736,1546,472,497,469,492,536,476,462,418,,42.0
996,06:37:46.158,36434,37323,35737,36290,35365,1186,1069,975,971,972,2323,1553,1504,1614,1739,1546,472,501,466,490,536,476,462,428,,42.0
997,06:37:49.641,36394,37294,35567,36093,35322,1184,1071,974,966,970,2323,1551,1505,1614,1737,1549,472,500,467,489,530,477,463,418,,42.0
998,06:37:53.279,36386,37122,35684,36176,35450,1187,1072,972,971,973,2324,1550,1504,1612,1734,1546,473,498,468,491,532,505,460,416,,42.0
999,06:37:56.822,36330,37173,35712,36119,35396,1182,1072,975,970,971,2327,1548,1504,1615,1737,1544,473,498,465,491,531,472,461,416,,42.0
1000,06:38:00.342,36535,37240,35743,36139,35390,1183,1072,974,970,969,2323,1553,1503,1612,1735,1547,472,497,469,491,531,474,462,422,,42.0
1001,06:38:06.516,36554,37010,35580,36244,35407,1184,1071,974,973,973,2323,1552,1504,1613,1738,1542,471,494,470,488,534,474,461,420,,42.0
1002,06:38:10.261,36553,37190,35779,36092,35517,1186,1073,976,971,971,2322,1549,1503,1613,1738,1542,472,494,466,491,531,473,462,438,,42.0
1003,06:38:13.860,36236,37167,35712,36063,35481,1185,1073,974,971,974,2325,1550,1504,1614,1736,1547,471,496,468,490,534,472,463,416,,42.0
1004,06:38:17.442,36404,37300,35676,36128,35388,1186,1072,975,971,970,2323,1550,1503,1613,1736,1546,472,496,465,492,532,472,461,420,,42.0
1005,06:38:21.062,36320,37151,35795,36018,35605,1184,1072,974,971,971,2324,1550,1505,1613,1739,1544,471,496,471,490,531,474,463,417,,42.0
1006,06:38:24.641,36444,37289,35615,35986,35356,1184,1072,973,971,974,2324,1551,1506,1613,1737,1543,472,498,468,493,536,476,461,417,,42.0
1007,06:38:28.242,36445,37283,35645,36144,35452,1187,1073,972,971,970,2322,1551,1503,1611,1738,1544,472,497,468,492,533,478,464,418,,42.0
1008,06:38:31.941,36430,37120,35613,36159,35204,1186,1071,972,971,971,2326,1552,1504,1613,1737,1545,470,497,468,492,532,507,460,416,,42.0
1009,06:38:35.541,36364,37249,35643,36051,35376,1186,1072,973,971,973,2324,1553,1505,1614,1736,1548,472,497,465,491,535,474,461,446,,42.0
1010,06:38:39.136,36523,37200,35854,36109,35613,1185,1072,972,972,970,2323,1553,1505,1612,1740,1546,473,498,469,491,531,473,462,418,,42.0
1011,06:38:45.182,36673,37175,35483,36373,35489,1186,1072,972,970,971,2322,1550,1504,1612,1735,1542,472,497,468,491,535,475,464,421,,42.0
1012,06:38:48.761,36631,37126,35788,36118,35529,1180,1071,973,971,972,2324,1551,1504,1614,1737,1544,472,499,469,492,532,474,463,419,,42.0
1013,06:38:52.281,36392,37324,35686,36038,35448,1186,1071,973,972,974,2322,1552,1502,1610,1737,1545,471,499,465,491,533,473,464,418,,42.0
1014,06:38:55.842,36519,37130,35760,36248,35276,1183,1070,977,971,972,2322,1554,1504,1611,1737,1544,472,498,470,492,533,475,463,421,,42.0
1015,06:38:59.358,36556,37141,35653,36141,35400,1183,1072,971,970,973,2325,1550,1504,1614,1737,1541,471,498,467,490,531,475,462,418,,42.0
1016,06:39:02.904,36489,37313,35759,35972,35298,1184,1071,976,970,974,2323,1553,1503,1614,1737,1542,473,501,468,490,535,475,464,419,,42.0
1017,06:39:06.503,36500,37163,35596,35944,35509,1186,1071,977,970,972,2324,1554,1503,1613,1737,1541,472,498,467,490,532,475,460,422,,42.0
1018,06:39:10.120,36611,37228,35808,36355,35498,1183,1073,973,971,970,2325,1552,1504,1612,1737,1542,473,498,469,492,534,476,463,416,,42.0
1019,06:39:13.680,36356,37282,35662,36253,35257,1184,1071,977,970,971,2326,1551,1505,1614,1737,1543,471,495,468,493,534,476,463,418,,42.0
1020,06:39:17.279,36477,37322,35717,36211,35314,1185,1072,974,970,975,2326,1554,1506,1614,1737,1541,472,498,467,490,537,479,462,420,,42.0
1021,06:39:23.499,36818,36958,35658,36269,35253,1186,1071,974,969,974,2325,1550,1503,1609,1736,1544,470,495,473,490,532,476,461,420,,42.0
1022,06:39:27.002,36474,37325,35748,36175,35472,1184,1072,973,970,971,2323,1552,1504,1613,1736,1548,472,496,469,492,533,475,463,417,,42.0
1023,06:39:30.698,36301,37232,35520,36176,35383,1185,1070,974,974,972,2323,1550,1506,1611,1736,1545,474,496,465,493,534,506,464,418,,42.0
1024,06:39:34.258,36262,37314,35676,35967,35380,1186,1071,974,972,971,2324,1550,1503,1614,1738,1548,471,498,468,490,532,476,462,421,,42.0
1025,06:39:37.782,36434,37312,35674,36002,35427,1185,1071,976,972,973,2324,1550,1506,1614,1738,1546,471,499,468,493,531,476,462,418,,42.0
1026,06:39:41.343,36368,37261,35834,36000,35524,1182,1071,973,971,970,2322,1551,1503,1611,1739,1547,471,496,469,491,530,471,463,444,,42.0
1027,06:39:44.902,36348,37257,35606,36067,35400,1185,1072,974,972,972,2326,1550,1504,1614,1740,1549,472,498,469,491,537,474,461,420,,42.0
1028,06:39:48.440,36417,37350,35609,36010,35348,1182,1072,974,971,972,2322,1553,1505,1613,1737,1545,472,497,469,493,535,475,462,422,,42.0
1029,06:39:51.939,36545,37176,35850,36162,35381,1184,1072,975,972,971,2323,1550,1506,1614,1737,1547,468,497,470,492,532,475,462,420,,42.0
1030,06:39:55.421,36518,37411,35735,35896,35588,1184,1073,976,972,970,2322,1551,1506,1612,1737,1548,471,499,470,492,531,475,463,418,,42.0
1031,06:40:01.522,36411,37088,35629,36253,35227,1183,1070,975,971,973,2323,1552,1506,1615,1736,1545,469,497,469,489,533,475,462,416,,42.0
1032,06:40:05.162,36486,37397,35930,35945,35389,1185,1072,976,970,971,2323,1550,1506,1615,1739,1546,472,494,472,490,533,475,465,421,,42.0
1033,06:40:08.764,36473,37273,35630,36161,35323,1183,1071,973,970,972,2324,1550,1503,1613,1738,1545,470,499,470,492,533,476,464,417,,42.0
1034,06:40:12.322,36476,37269,35684,36114,35416,1186,1073,973,971,971,2322,1554,1506,1614,1738,1541,471,498,471,493,529,474,465,419,,42.0
1035,06:40:15.904,36569,37169,35713,35950,35350,1182,1070,977,970,972,2325,1554,1504,1613,1737,1546,472,497,470,490,532,476,460,418,,42.0
1036,06:40:19.459,36367,37273,35690,36186,35385,1186,1071,976,969,973,2322,1548,1506,1613,1737,1541,472,498,465,492,535,476,461,418,,42.0
1037,06:40:22.982,36314,37247,35588,36139,35337,1185,1072,974,970,972,2324,1552,1503,1613,1739,1546,471,497,468,492,532,475,462,417,,42.0
1038,06:40:26.561,36374,37194,35627,36019,35359,1183,1072,973,968,972,2324,1551,1507,1613,1740,1544,471,495,469,488,532,476,460,419,,42.0
1039,06:40:30.122,36371,37302,35683,36169,35300,1186,1072,973,971,973,2323,1552,1506,1615,1739,1546,471,498,465,490,531,474,464,418,,42.0
1040,06:40:33.740,36479,37372,35863,36076,35277,1186,1072,975,971,972,2322,1550,1504,1614,1736,1546,470,496,469,491,533,474,461,421,,42.0
1041,06:40:39.840,36685,37236,35667,36285,35337,1184,1071,976,970,973,2322,1551,1505,1613,1737,1544,469,498,471,488,533,475,462,418,,42.0
1042,06:40:43.442,36538,37207,35668,36202,35480,1186,1071,975,970,973,2325,1553,1505,1612,1738,1545,470,498,469,490,533,474,462,421,,42.0
1043,06:40:46.982,36460,37239,35660,35960,35369,1186,1071,973,971,971,2322,1553,1506,1612,1738,1548,473,498,470,490,534,474,463,419,,42.0
1044,06:40:50.542,36448,37237,35739,35966,35445,1188,1072,975,970,971,2324,1552,1505,1613,1734,1544,472,497,470,490,532,474,464,419,,42.0
1045,06:40:54.123,36521,37247,35705,36116,35458,1182,1071,973,970,972,2322,1554,1507,1613,1735,1546,470,497,466,493,532,474,464,446,,42.0
1046,06:40:57.721,36450,37442,35910,35985,35216,1187,1072,973,970,969,2322,1550,1506,1613,1739,1548,469,496,465,492,536,473,460,416,,42.0
1047,06:41:01.341,36377,37339,35667,36018,35304,1186,1070,972,969,971,2322,1550,1507,1614,1738,1546,470,497,468,490,534,478,462,418,,42.0
1048,06:41:04.980,36359,37221,35781,36210,35351,1185,1070,973,972,974,2324,1551,1508,1613,1739,1548,471,498,467,492,535,473,460,443,,42.0
1049,06:41:08.558,36391,37340,35598,36216,35336,1183,1072,972,970,974,2323,1554,1504,1611,1738,1546,469,500,468,491,533,478,461,417,,42.0
1050,06:41:12.102,36470,37198,35771,35966,35411,1186,1070,974,972,975,2324,1547,1507,1614,1737,1547,473,496,468,490,531,475,464,418,,42.0
1051,06:41:18.205,36503,37168,35599,36283,35373,1185,1071,973,971,973,2322,1551,1504,1614,1737,1542,473,496,468,491,532,475,463,420,,42.0
1052,06:41:21.681,36368,37253,35757,36153,35291,1185,1071,976,970,971,2324,1551,1504,1612,1738,1546,472,498,468,493,533,472,463,416,,42.0
1053,06:41:25.243,36403,37488,35617,36101,35295,1185,1074,973,971,974,2325,1552,1507,1614,1737,1545,472,496,465,491,533,479,462,418,,42.0
1054,06:41:28.819,36282,37417,35814,36046,35369,1186,1072,974,971,974,2323,1553,1503,1614,1737,1547,473,498,468,492,529,475,462,442,,42.0
1055,06:41:32.338,36437,37239,35760,36028,35371,1186,1072,974,971,971,2322,1554,1504,1613,1737,1546,471,497,466,490,534,476,461,421,,42.0
1056,06:41:35.862,36492,37395,35746,36045,35355,1184,1072,976,970,974,2325,1550,1504,1613,1736,1545,471,498,469,493,533,477,463,416,,42.0
1057,06:41:39.641,36380,37374,35624,36265,35354,1186,1073,972,971,974,2326,1554,1504,1613,1737,1545,471,497,468,488,531,475,461,420,,42.0
1058,06:41:43.421,36467,37241,35632,36253,35496,1184,1073,973,969,974,2324,1552,1505,1612,1739,1545,470,499,467,492,534,475,465,417,,42.0
1059,06:41:47.142,36474,37253,35895,36141,35352,1184,1072,973,972,974,2324,1551,1506,1613,1734,1543,471,496,469,488,532,475,461,418,,42.0
1060,06:41:50.782,36317,37435,35705,36059,35420,1184,1072,972,970,971,2324,1551,1506,1613,1738,1543,471,498,469,492,535,476,462,418,,42.0
1061,06:41:56.965,36708,37112,35617,36210,35332,1186,1071,975,968,970,2323,1553,1504,1614,1736,1544,469,495,471,491,535,476,463,418,,42.0
1062,06:42:00.641,36341,37253,35542,35971,35265,1186,1073,972,970,974,2323,1552,1504,1611,1739,1544,474,498,467,492,535,477,461,419,,42.0
1063,06:42:04.142,36521,37318,35634,36291,35526,1185,1070,973,970,972,2323,1552,1504,1613,1733,1544,470,499,469,489,532,473,465,418,,42.0
1064,06:42:07.680,36466,37233,35757,36126,35473,1185,1072,974,970,971,2324,1550,1508,1614,1738,1545,471,496,471,492,529,474,461,419,,42.0
1065,06:42:11.239,36426,37411,35691,35861,35424,1186,1072,975,970,970,2323,1552,1506,1612,1737,1545,472,496,467,493,530,475,463,422,,42.0
1066,06:42:14.862,36319,37456,35716,36050,35343,1185,1074,976,974,971,2324,1549,1503,1614,1737,1546,470,498,468,490,532,472,460,417,,42.0
1067,06:42:18.379,36448,37414,35748,35953,35274,1187,1070,972,967,969,2325,1550,1505,1614,1739,1544,473,496,468,491,534,500,462,418,,42.0
1068,06:42:22.042,36373,37252,35733,36139,35361,1186,1071,977,972,972,2324,1549,1505,1613,1737,1546,471,497,469,492,531,497,463,435,,42.0
1069,06:42:25.542,36523,37354,35719,36008,35454,1187,1071,973,968,972,2322,1554,1505,1613,1739,1544,469,497,465,492,537,473,461,418,,42.0
1070,06:42:29.223,36348,37385,35696,36046,35443,1185,1069,974,971,971,2323,1553,1506,1614,1739,1545,472,499,468,491,533,473,463,416,,42.0
1071,06:42:35.338,36622,37169,35542,36191,35389,1187,1069,974,971,974,2324,1551,1504,1611,1738,1548,472,499,469,492,530,473,462,422,,42.0
1072,06:42:39.003,36412,37355,35699,36043,35323,1186,1071,974,970,974,2324,1552,1504,1613,1737,1545,473,498,468,490,531,477,460,423,,42.0
1073,06:42:42.603,36464,37471,35489,36112,35343,1183,1072,976,972,974,2324,1550,1506,1615,1737,1544,473,499,468,493,530,477,462,419,,42.0
1074,06:42:46.139,36390,37459,35591,36188,35350,1184,1075,973,970,970,2323,1552,1508,1615,1738,1546,473,497,467,490,531,472,460,417,,42.0
1075,06:42:49.681,36404,37454,35658,36010,35526,1186,1072,976,971,972,2324,1553,1508,1615,1738,1544,470,498,468,492,533,471,463,417,,42.0
1076,06:42:53.174,36309,37362,35848,36195,35371,1187,1072,973,971,975,2325,1553,1506,1614,1739,1546,472,496,465,492,536,471,463,418,,42.0
1077,06:42:56.700,36325,37334,35656,36190,35455,1185,1071,975,971,971,2323,1553,1508,1611,1739,1546,472,498,468,492,533,472,468,419,,42.0
1078,06:43:00.203,36354,37381,35812,36166,35327,1183,1069,973,971,973,2322,1552,1508,1614,1737,1545,472,498,467,490,533,478,464,416,,42.0
1079,06:43:03.724,36430,37284,35695,36100,35384,1183,1072,974,971,974,2325,1550,1506,1614,1738,1546,471,497,467,492,537,474,464,447,,42.0
1080,06:43:07.282,36366,37388,35807,36153,35332,1185,1073,974,972,973,2323,1552,1507,1613,1739,1546,473,497,470,492,532,476,460,418,,42.0
1081,06:43:13.479,36532,36958,35572,36153,35185,1187,1072,973,972,976,2322,1552,1508,1613,1737,1542,470,497,469,488,530,476,462,444,,42.0
1082,06:43:17.082,36438,37282,35712,35852,35465,1185,1071,974,971,972,2323,1552,1504,1613,1737,1542,472,496,468,489,533,475,462,420,,42.0
1083,06:43:20.684,36403,37246,35707,36124,35243,1185,1074,974,970,972,2323,1548,1506,1613,1737,1546,471,494,468,488,530,479,463,420,,42.0
1084,06:43:24.282,36509,37195,35714,36128,35361,1186,1071,973,971,972,2324,1551,1506,1612,1738,1544,473,498,468,489,531,476,461,418,,42.0
1085,06:43:27.843,36312,37250,35683,35941,35440,1184,1073,975,970,976,2322,1551,1505,1613,1738,1542,473,494,465,491,532,474,466,418,,42.0
1086,06:43:31.403,36502,37233,35671,36233,35386,1187,1071,972,972,973,2323,1553,1506,1615,1734,1548,471,499,466,492,532,475,467,418,,42.0
1087,06:43:35.020,36478,37162,35571,36091,35498,1186,1071,971,972,972,2325,1553,1503,1614,1738,1544,472,498,469,491,532,475,462,446,,42.0
1088,06:43:38.621,36390,37130,35793,36045,35517,1185,1072,977,972,969,2324,1551,1506,1613,1736,1545,472,498,468,495,530,477,461,416,,42.0
1089,06:43:42.200,36373,37216,35717,36072,35496,1187,1072,973,972,971,2323,1550,1504,1612,1738,1544,471,497,469,490,530,475,462,424,,42.0
1090,06:43:45.879,36503,37385,35813,36233,35464,1188,1070,971,972,973,2325,1550,1506,1613,1737,1542,472,500,471,492,532,475,462,421,,42.0
1091,06:43:51.962,36422,37069,35487,35999,35308,1186,1071,974,971,975,2323,1553,1504,1614,1735,1542,473,497,468,488,532,477,463,420,,42.0
1092,06:43:55.722,36422,37317,35652,35920,35326,1184,1071,973,972,971,2322,1550,1504,1612,1738,1541,471,498,469,492,531,477,464,419,,42.0
1093,06:43:59.284,36597,37026,35691,36159,35312,1184,1071,973,971,974,2322,1552,1503,1614,1737,1547,472,496,468,488,533,472,462,418,,42.0
1094,06:44:02.942,36351,37171,35724,36021,35488,1186,1070,972,972,973,2323,1550,1503,1615,1737,1546,472,496,468,494,530,475,464,416,,42.0
1095,06:44:06.539,36338,37229,35859,36166,35464,1182,1072,974,970,972,2325,1552,1507,1615,1739,1546,471,494,468,489,533,476,462,417,,42.0
1096,06:44:10.118,36331,37063,35782,35922,35367,1184,1072,975,971,971,2325,1553,1506,1615,1739,1545,472,497,468,488,536,472,461,420,,42.0
1097,06:44:13.640,36458,37211,35692,36033,35292,1185,1072,975,970,969,2324,1549,1507,1613,1737,1546,473,499,466,488,533,476,464,419,,42.0
1098,06:44:17.285,36179,37234,35757,36036,35437,1185,1071,976,970,972,2326,1551,1507,1614,1736,1545,473,498,468,492,532,476,461,420,,42.0
1099,06:44:20.864,36420,37232,35625,36102,35433,1187,1073,974,971,974,2324,1550,1503,1613,1737,1546,470,496,468,492,531,474,462,418,,42.0
1100,06:44:24.421,36198,37344,35803,36165,35325,1183,1071,977,971,971,2324,1551,1507,1614,1736,1547,469,497,465,489,535,474,462,420,,42.0
1101,06:44:30.662,36485,36929,35647,36244,35114,1186,1071,974,968,973,2323,1552,1504,1611,1736,1542,472,501,465,491,536,478,464,420,,42.0
1102,06:44:34.301,36427,37257,35735,36063,35293,1183,1069,974,969,970,2323,1551,1506,1614,1736,1548,469,498,468,491,531,474,467,420,,42.0
1103,06:44:37.940,36405,37300,35802,35948,35155,1186,1069,975,972,972,2323,1550,1506,1614,1736,1544,470,495,469,492,533,476,463,418,,42.0
1104,06:44:41.504,36344,37383,35704,36193,35297,1186,1069,971,970,972,2324,1553,1505,1611,1733,1544,471,498,468,489,530,472,462,420,,42.0
1105,06:44:45.044,36364,37303,35820,36040,35378,1186,1071,973,972,971,2323,1550,1503,1612,1735,1548,471,498,471,490,534,476,461,419,,42.0
1106,06:44:48.840,36417,37046,35767,35993,35340,1185,1071,976,971,970,2322,1554,1505,1615,1736,1547,471,497,468,492,535,475,463,419,,42.0
1107,06:44:52.644,36417,37131,35730,36180,35331,1186,1072,974,972,972,2323,1549,1505,1612,1736,1545,472,498,467,490,534,475,466,418,,42.0
1108,06:44:56.263,36358,37247,35709,36186,35494,1185,1071,973,971,971,2322,1554,1504,1615,1737,1545,473,496,466,493,532,476,461,421,,42.0
1109,06:44:59.882,36517,37179,35763,36158,35367,1182,1072,974,971,972,2322,1552,1506,1614,1736,1545,472,498,468,493,531,475,465,417,,42.0
1110,06:45:03.402,36395,37321,35792,36293,35353,1185,1071,973,970,971,2322,1550,1505,1613,1738,1547,472,498,468,491,532,472,461,419,,42.0
1111,06:45:09.643,36508,37089,35597,36229,35360,1185,1075,973,971,975,2322,1552,1503,1613,1738,1541,472,496,466,493,531,475,461,419,,42.0
1112,06:45:13.244,36296,37325,35814,36341,35384,1186,1072,974,970,973,2323,1551,1507,1611,1736,1541,470,496,468,493,534,477,466,421,,42.0
1113,06:45:16.981,36445,37158,35612,36167,35534,1184,1070,976,972,972,2323,1554,1505,1612,1737,1542,472,496,469,493,535,476,464,444,,42.0
1114,06:45:20.503,36432,37198,35694,36038,35418,1184,1072,973,971,972,2323,1555,1503,1613,1737,1541,472,497,465,492,531,472,465,419,,42.0
1115,06:45:24.141,36350,37210,35699,36096,35515,1186,1073,973,970,971,2323,1551,1504,1612,1736,1543,473,495,467,488,535,507,463,422,,42.0
1116,06:45:27.741,36438,37211,35742,35970,35549,1183,1072,973,969,972,2324,1552,1504,1610,1737,1544,471,497,469,490,533,472,463,419,,42.0
1117,06:45:31.322,36336,37210,35616,36142,35307,1182,1071,971,968,969,2325,1552,1506,1612,1736,1545,471,495,468,492,534,477,461,419,,42.0
1118,06:45:34.824,36407,37239,35651,36086,35445,1183,1071,973,971,973,2324,1552,1506,1612,1738,1547,473,497,468,492,536,475,462,416,,42.0
1119,06:45:38.361,36290,37333,35703,36133,35338,1183,1073,974,973,971,2322,1553,1503,1614,1739,1544,471,499,467,491,531,475,462,420,,42.0
1120,06:45:41.924,36471,37351,35765,36210,35307,1184,1072,975,970,969,2324,1550,1505,1610,1737,1546,471,496,467,491,530,473,462,418,,42.0
1121,06:45:48.119,36461,37082,35432,36226,35314,1183,1072,974,971,974,2324,1550,1504,1612,1738,1542,473,499,469,494,533,475,461,419,,42.0
1122,06:45:51.702,36349,37260,35746,36028,35396,1183,1072,976,969,973,2324,1552,1504,1614,1738,1545,471,494,468,494,532,474,461,419,,42.0
1123,06:45:55.321,36542,37256,35858,36197,35435,1182,1072,973,971,972,2324,1549,1505,1612,1738,1544,471,497,469,491,531,476,463,420,,42.0
1124,06:45:58.863,36233,37276,35769,36216,35329,1186,1072,974,971,973,2323,1551,1505,1614,1740,1541,473,498,466,491,535,475,461,421,,42.0
1125,06:46:02.542,36351,37222,35823,36135,35329,1184,1070,974,970,973,2324,1552,1508,1614,1737,1545,472,496,471,489,532,501,464,419,,42.0
