N_08-06-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
1,15:16:34.372,39740,38838,40571,39835,40690,1035,0,936,1131,1118,1536,1564,1530,1501,1584,1599,390,365,374,410,329,320,319,344,27.0
N_08-08-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
5425,21:05:57.599,40419,39848,41142,40653,41611,1037,1950,936,1134,1117,1534,1565,1530,1502,1586,1602,41.0
5426,21:05:59.982,40592,39767,41166,40908,41481,1035,1950,934,1133,1116,1533,1562,1529,1499,1584,1602,41.0
5427,21:06:02.454,40485,39651,41233,40853,41802,1033,1951,934,1133,1113,1536,1561,1531,1501,1585,1600,41.0
5428,21:06:04.742,40614,39671,41158,40778,41610,1035,1949,936,1132,1115,1536,1561,1532,1502,1584,1600,41.0
5429,21:06:06.972,40511,39555,41211,40807,41666,1034,1951,935,1134,1116,1535,1564,1528,1500,1585,1601,41.0
5430,21:06:09.238,40510,39730,41225,40924,41689,1035,1950,934,1133,1114,1532,1561,1530,1501,1585,1599,41.0
5431,21:06:14.103,40525,39680,41131,40724,41584,1035,1951,935,1133,1118,1533,1564,1527,1500,1584,1602,41.0
5432,21:06:16.325,40435,39854,41163,40753,41489,1035,1952,936,1134,1117,1535,1564,1530,1500,1583,1601,41.0
5433,21:06:18.574,40440,39522,41310,40772,41584,1035,1950,935,1135,1118,1533,1560,1532,1502,1583,1601,41.0
5434,21:06:20.924,40544,39642,40956,40751,41578,1034,1950,934,1132,1115,1536,1563,1530,1502,1583,1601,41.0
5435,21:06:23.397,40526,39672,41011,40709,41601,1033,1952,936,1131,1117,1533,1561,1531,1502,1585,1601,41.0
5436,21:06:25.821,40476,39649,41168,40727,41521,1034,1949,937,1133,1118,1537,1562,1531,1501,1588,1602,41.0
5437,21:06:28.235,40430,39663,41277,40702,41620,1035,1950,936,1131,1114,1535,1562,1531,1501,1582,1601,41.0
5438,21:06:30.539,40441,39647,41258,40845,41547,1035,1950,935,1134,1117,1533,1562,1530,1504,1585,1598,41.0
5439,21:06:32.807,40523,39531,41170,40829,41564,1038,1951,934,1132,1118,1533,1562,1531,1500,1585,1600,41.0
5440,21:06:35.075,40598,39418,41126,40798,41503,1034,1951,936,1132,1119,1534,1563,1531,1503,1585,1600,41.0
5441,21:06:39.984,40419,39676,41238,40543,41599,1034,1949,934,1133,1118,1534,1561,1531,1503,1582,1598,41.0
5442,21:06:42.305,40491,39589,41132,40886,41597,1034,1951,936,1133,1118,1533,1559,1532,1502,1583,1599,41.0
5443,21:06:44.759,40441,39664,41280,40684,41532,1036,1951,936,1131,1119,1534,1565,1530,1501,1581,1601,41.0
5444,21:06:47.111,40460,39577,41068,40859,41631,1035,1950,934,1132,1117,1533,1561,1530,1501,1582,1600,41.0
5445,21:06:49.403,40493,39739,41232,40842,41565,1034,1950,937,1133,1116,1533,1563,1531,1503,1584,1600,41.0
5446,21:06:51.599,40638,39717,41190,40755,41660,1036,1950,935,1132,1116,1537,1563,1531,1501,1583,1599,41.0
5447,21:06:53.829,40433,39694,41231,40782,41682,1034,1950,936,1133,1120,1534,1561,1529,1501,1582,1597,41.0
5448,21:06:56.074,40606,39616,41163,40855,41620,1032,1950,935,1134,1118,1533,1562,1531,1502,1584,1599,41.0
5449,21:06:58.309,40391,39687,41239,40798,41557,1035,1950,937,1133,1116,1534,1563,1529,1501,1584,1601,41.0
5450,21:07:00.524,40351,39545,41194,40800,41707,1037,1950,936,1133,1117,1535,1560,1531,1501,1586,1601,41.0
5451,21:07:05.380,40444,39664,41173,40848,41587,1036,1950,936,1134,1116,1534,1560,1530,1502,1582,1600,41.0
5452,21:07:07.636,40492,39686,41160,40854,41595,1036,1951,937,1133,1118,1536,1562,1530,1503,1585,1599,41.0
5453,21:07:10.036,40675,39612,41043,40785,41693,1034,1951,936,1132,1119,1536,1561,1532,1499,1581,1600,41.0
5454,21:07:12.403,40526,39750,41182,40663,41617,1035,1950,935,1135,1113,1535,1563,1531,1500,1588,1601,41.0
5455,21:07:14.820,40500,39729,41193,40780,41650,1035,1950,937,1132,1113,1533,1562,1529,1502,1584,1600,41.0
5456,21:07:17.216,40627,39665,41195,40749,41738,1033,1950,936,1132,1116,1534,1562,1531,1503,1584,1601,41.0
5457,21:07:19.480,40443,39637,40983,40754,41647,1035,1949,933,1133,1114,1536,1565,1530,1501,1584,1598,41.0
5458,21:07:21.721,40431,39717,41192,40690,41527,1035,1950,936,1132,1114,1537,1560,1531,1498,1586,1600,41.0
5459,21:07:23.950,40574,39566,41216,40765,41684,1034,1950,935,1134,1117,1534,1562,1531,1499,1585,1598,41.0
5460,21:07:26.218,40395,39711,41116,40712,41548,1034,1950,935,1135,1115,1534,1563,1529,1501,1582,1600,41.0
5461,21:07:31.097,40382,39717,41195,40849,41568,1034,1951,933,1131,1116,1536,1565,1531,1503,1586,1601,41.0
5462,21:07:33.536,40494,39683,41134,40676,41652,1033,1952,935,1131,1116,1534,1562,1530,1501,1586,1600,41.0
5463,21:07:36.016,40544,39499,41230,40710,41705,1036,1951,935,1132,1113,1534,1560,1529,1500,1583,1601,41.0
5464,21:07:38.262,40558,39605,41219,40718,41502,1037,1950,936,1134,1116,1533,1562,1530,1502,1585,1601,41.0
5465,21:07:40.560,40425,39657,41107,40728,41583,1035,1950,934,1131,1118,1536,1562,1528,1500,1584,1601,41.0
5466,21:07:42.804,40365,39598,41195,40724,41572,1034,1950,935,1131,1119,1534,1563,1530,1501,1585,1599,41.0
5467,21:07:45.058,40574,39840,41096,40633,41635,1035,1951,935,1133,1115,1534,1564,1528,1502,1583,1600,41.0
5468,21:07:47.358,40484,39509,41235,40753,41565,1035,1950,933,1133,1117,1534,1562,1529,1500,1585,1600,41.0
5469,21:07:49.738,40517,39777,41211,40842,41727,1033,1951,936,1133,1117,1534,1563,1531,1502,1585,1599,41.0
5470,21:07:52.027,40468,39655,41253,40865,41499,1035,1951,935,1134,1118,1533,1563,1530,1501,1583,1601,41.0
5471,21:07:56.814,40590,39570,41260,40750,41645,1033,1950,935,1131,1117,1534,1560,1531,1502,1582,1600,41.0
5472,21:07:59.250,40589,39575,41163,40732,41599,1033,1952,936,1132,1119,1535,1560,1531,1503,1581,1598,41.0
5473,21:08:01.760,40478,39684,41181,40720,41720,1033,1951,935,1130,1116,1534,1561,1530,1499,1585,1599,41.0
5474,21:08:04.064,40491,39590,41365,40731,41581,1036,1951,933,1136,1117,1535,1562,1530,1502,1584,1602,41.0
5475,21:08:06.430,40453,39688,41158,40816,41813,1033,1951,935,1133,1117,1535,1563,1528,1499,1586,1600,41.0
5476,21:08:08.665,40288,39776,41142,40794,41636,1034,1952,936,1131,1117,1534,1563,1530,1499,1583,1601,41.0
5477,21:08:10.983,40441,39693,41170,40621,41553,1035,1951,936,1133,1116,1537,1563,1533,1502,1583,1602,41.0
5478,21:08:13.354,40529,39487,41307,40704,41797,1036,1951,937,1133,1117,1534,1561,1530,1500,1583,1600,41.0
5479,21:08:15.813,40301,39805,41147,40758,41691,1037,1951,934,1133,1116,1533,1562,1530,1500,1582,1600,41.0
5480,21:08:18.157,40577,39576,41210,40710,41600,1034,1952,935,1134,1117,1536,1563,1531,1503,1582,1601,41.0
5481,21:08:23.068,40428,39650,41053,40640,41732,1035,1951,936,1132,1116,1535,1562,1531,1502,1586,1602,41.0
5482,21:08:25.519,40469,39626,41305,40705,41546,1034,1952,934,1132,1118,1533,1562,1531,1503,1586,1599,41.0
5483,21:08:27.946,40456,39663,41160,40701,41617,1034,1952,936,1132,1117,1535,1561,1531,1499,1587,1603,41.0
5484,21:08:30.427,40510,39682,41212,40831,41579,1035,1952,934,1132,1117,1537,1563,1529,1501,1583,1600,41.0
5485,21:08:32.847,40494,39697,41171,40810,41709,1035,1949,935,1135,1118,1536,1560,1531,1502,1581,1602,41.0
5486,21:08:35.290,40418,39802,41189,40896,41576,1033,1951,935,1132,1117,1534,1564,1530,1500,1581,1602,41.0
5487,21:08:37.619,40458,39588,41080,40802,41705,1036,1950,935,1134,1118,1536,1563,1531,1501,1582,1599,41.0
5488,21:08:39.859,40597,39586,41130,40676,41500,1033,1949,936,1132,1118,1534,1561,1531,1502,1584,1600,41.0
5489,21:08:42.181,40427,39708,41307,40807,41698,1035,1950,936,1133,1118,1533,1561,1529,1501,1582,1598,41.0
5490,21:08:44.476,40486,39786,41220,40863,41649,1035,1950,935,1133,1116,1535,1563,1533,1503,1584,1601,41.0
5491,21:08:49.275,40477,39678,41275,40760,41694,1034,1950,935,1134,1119,1533,1562,1532,1499,1585,1600,41.0
5492,21:08:51.657,40424,39707,41184,40656,41547,1035,1951,936,1130,1117,1536,1560,1530,1500,1585,1601,41.0
5493,21:08:54.075,40416,39539,41178,40812,41594,1036,1951,934,1131,1117,1535,1564,1531,1502,1585,1600,41.0
5494,21:08:56.377,40482,39726,41322,40766,41589,1035,1950,934,1133,1118,1536,1561,1527,1501,1582,1601,41.0
5495,21:08:58.583,40552,39626,41204,40859,41560,1033,1951,936,1135,1118,1534,1563,1532,1502,1584,1601,41.0
5496,21:09:00.869,40593,39553,41276,40676,41657,1034,1951,936,1134,1116,1535,1560,1531,1500,1583,1600,41.0
5497,21:09:03.095,40422,39855,41089,40978,41573,1034,1952,934,1133,1116,1534,1560,1530,1503,1583,1603,41.0
5498,21:09:05.348,40550,39688,41241,40780,41584,1035,1951,935,1134,1114,1534,1561,1530,1500,1583,1601,41.0
5499,21:09:07.637,40538,39582,41094,40659,41658,1035,1950,936,1136,1113,1531,1561,1530,1504,1582,1602,41.0
5500,21:09:09.956,40460,39634,41252,40772,41776,1034,1950,936,1133,1113,1536,1561,1530,1499,1584,1599,41.0
5501,21:09:14.744,40508,39526,41077,40755,41681,1034,1950,936,1132,1116,1535,1562,1532,1503,1583,1601,41.0
5502,21:09:17.257,40556,39475,41157,40702,41558,1034,1952,935,1135,1116,1533,1564,1531,1500,1583,1600,41.0
5503,21:09:19.739,40659,39728,41120,40828,41528,1035,1951,936,1134,1115,1536,1562,1531,1501,1582,1598,41.0
5504,21:09:22.038,40394,39666,41178,40620,41648,1033,1952,936,1134,1115,1536,1561,1531,1500,1585,1602,41.0
5505,21:09:24.277,40509,39619,41136,40644,41750,1036,1949,937,1134,1115,1537,1561,1530,1501,1583,1602,41.0
5506,21:09:26.536,40457,39553,41220,40958,41766,1032,1949,935,1134,1116,1536,1564,1528,1502,1582,1601,41.0
5507,21:09:28.795,40475,39649,41224,40869,41665,1032,1952,936,1135,1117,1533,1564,1529,1501,1583,1600,41.0
5508,21:09:31.076,40442,39584,41136,40698,41692,1036,1950,935,1131,1118,1534,1560,1531,1500,1585,1600,41.0
5509,21:09:33.325,40452,39910,40974,40670,41632,1034,1951,936,1132,1116,1534,1562,1532,1500,1584,1602,41.0
5510,21:09:35.799,40478,39748,41012,40751,41593,1034,1949,936,1134,1114,1534,1562,1530,1502,1583,1599,41.0
5511,21:09:40.644,40558,39652,41170,40748,41691,1036,1951,935,1134,1117,1536,1564,1531,1502,1584,1600,41.0
5512,21:09:42.998,40469,39731,41331,40630,41534,1034,1951,936,1132,1114,1532,1562,1528,1502,1582,1600,41.0
5513,21:09:45.281,40466,39618,41158,40782,41598,1034,1950,936,1134,1117,1535,1564,1528,1501,1584,1601,41.0
5514,21:09:47.761,40576,39689,41164,40801,41498,1034,1951,937,1133,1116,1534,1559,1531,1500,1583,1602,41.0
5515,21:09:50.248,40358,39745,41163,40681,41497,1033,1950,935,1132,1117,1534,1561,1530,1502,1587,1599,41.0
5516,21:09:52.620,40504,39705,41192,40792,41514,1033,1951,936,1133,1115,1533,1562,1530,1498,1584,1601,41.0
5517,21:09:55.036,40350,39666,41315,40814,41548,1035,1950,936,1131,1118,1536,1563,1532,1503,1585,1603,41.0
5518,21:09:57.519,40445,39561,41295,40796,41561,1033,1950,936,1134,1114,1537,1564,1529,1503,1582,1602,41.0
5519,21:09:59.904,40591,39653,41230,40716,41632,1034,1950,937,1131,1119,1533,1561,1530,1503,1585,1600,41.0
5520,21:10:02.365,40408,39729,41011,40730,41540,1036,1950,937,1133,1116,1534,1563,1532,1503,1586,1599,41.0
5521,21:10:07.169,40596,39755,41232,40811,41611,1034,1950,936,1134,1117,1535,1561,1530,1502,1585,1601,41.0
5522,21:10:09.562,40432,39543,41222,40650,41616,1034,1950,937,1133,1118,1536,1562,1530,1503,1584,1601,41.0
5523,21:10:11.845,40501,39688,41201,40759,41563,1034,1950,937,1134,1117,1537,1561,1532,1499,1586,1601,41.0
5524,21:10:14.201,40342,39601,41137,40848,41716,1034,1950,934,1133,1117,1534,1563,1530,1500,1584,1599,41.0
5525,21:10:16.530,40496,39655,41196,40768,41597,1035,1951,936,1132,1117,1532,1560,1531,1503,1582,1600,41.0
5526,21:10:19.034,40301,39575,41229,40794,41669,1036,1951,936,1132,1118,1534,1563,1530,1501,1583,1601,41.0
5527,21:10:21.465,40494,39687,41253,40836,41600,1034,1950,935,1133,1114,1535,1562,1532,1502,1585,1599,41.0
5528,21:10:23.917,40641,39718,41076,40828,41622,1036,1951,936,1135,1117,1535,1563,1530,1502,1583,1600,41.0
5529,21:10:26.201,40410,39759,41154,40791,41511,1035,1950,936,1134,1118,1537,1562,1530,1505,1584,1598,41.0
5530,21:10:28.462,40445,39495,41212,40868,41710,1035,1952,936,1133,1117,1536,1563,1530,1501,1581,1602,41.0
5531,21:10:33.268,40511,39674,41218,40867,41622,1033,1951,936,1130,1118,1535,1564,1530,1501,1584,1600,41.0
5532,21:10:35.716,40364,39691,41216,40738,41607,1034,1951,935,1131,1117,1534,1561,1528,1504,1581,1600,41.0
5533,21:10:38.039,40469,39714,41118,40749,41516,1036,1950,936,1135,1115,1536,1563,1530,1502,1581,1601,41.0
5534,21:10:40.313,40514,39841,41105,40703,41640,1036,1948,936,1132,1117,1534,1562,1528,1504,1584,1602,41.0
5535,21:10:42.554,40477,39683,41240,40784,41665,1035,1951,936,1133,1118,1535,1561,1529,1501,1585,1601,41.0
5536,21:10:44.780,40428,39553,41144,40763,41571,1033,1951,937,1133,1118,1537,1563,1531,1502,1584,1600,41.0
5537,21:10:47.010,40586,39586,41190,40665,41523,1035,1950,936,1132,1117,1533,1564,1529,1501,1585,1598,41.0
5538,21:10:49.277,40446,39623,41179,40692,41476,1035,1951,935,1135,1117,1536,1562,1530,1502,1583,1601,41.0
5539,21:10:51.495,40439,39624,41048,40903,41640,1032,1950,935,1135,1117,1535,1562,1531,1500,1583,1600,41.0
5540,21:10:53.701,40448,39798,41094,40803,41602,1034,1951,935,1132,1113,1536,1561,1530,1502,1582,1601,41.0
5541,21:10:58.669,40513,39568,41228,40797,41645,1035,1948,935,1132,1119,1532,1565,1529,1501,1584,1600,41.0
5542,21:11:00.943,40416,39581,41141,40815,41717,1035,1951,935,1135,1117,1535,1562,1530,1502,1581,1600,41.0
5543,21:11:03.158,40510,39716,41269,40582,41679,1037,1951,937,1133,1118,1535,1561,1532,1502,1586,1599,41.0
5544,21:11:05.524,40534,39661,41200,40597,41661,1036,1951,936,1135,1117,1536,1561,1532,1502,1584,1602,41.0
5545,21:11:07.840,40541,39571,41177,40724,41583,1036,1950,936,1134,1120,1534,1563,1531,1500,1586,1599,41.0
5546,21:11:10.246,40560,39736,41273,40698,41563,1035,1951,934,1133,1118,1536,1561,1530,1501,1585,1600,41.0
5547,21:11:12.623,40323,39611,41150,40703,41688,1037,1952,935,1133,1119,1537,1561,1532,1501,1584,1601,41.0
5548,21:11:14.917,40371,39628,41183,40785,41598,1035,1951,935,1134,1119,1533,1560,1529,1501,1585,1601,41.0
5549,21:11:17.245,40557,39796,41259,40756,41687,1035,1951,936,1132,1118,1534,1562,1531,1502,1584,1603,41.0
5550,21:11:19.554,40338,39728,41220,40940,41486,1034,1951,934,1134,1115,1534,1560,1530,1503,1584,1600,41.0
5551,21:11:24.385,40442,39733,41127,40790,41557,1035,1950,935,1135,1117,1532,1563,1531,1503,1585,1601,41.0
5552,21:11:26.693,40553,39636,41139,40779,41629,1034,1950,936,1131,1117,1533,1562,1530,1501,1585,1602,41.0
5553,21:11:28.985,40509,39702,41219,40867,41651,1034,1950,935,1131,1117,1533,1563,1532,1502,1585,1599,41.0
5554,21:11:31.260,40413,39627,41174,40757,41671,1035,1950,934,1132,1117,1534,1563,1530,1504,1582,1598,41.0
5555,21:11:33.475,40380,39768,41267,40853,41664,1036,1950,933,1132,1114,1534,1564,1529,1502,1582,1602,41.0
5556,21:11:35.775,40501,39635,41190,40719,41474,1035,1951,935,1133,1117,1535,1564,1532,1498,1585,1599,41.0
5557,21:11:38.007,40475,39735,41248,40750,41579,1034,1951,936,1135,1118,1535,1562,1532,1501,1582,1601,41.0
5558,21:11:40.233,40534,39694,41117,40841,41682,1036,1952,934,1135,1113,1534,1563,1528,1501,1585,1602,41.0
5559,21:11:42.500,40444,39533,41076,40775,41704,1035,1951,935,1133,1118,1535,1564,1528,1500,1581,1600,41.0
5560,21:11:44.729,40454,39542,41338,40642,41635,1035,1949,934,1135,1117,1535,1561,1532,1500,1584,1601,41.0
5561,21:11:49.662,40520,39681,41178,40654,41613,1036,1951,935,1132,1114,1534,1560,1531,1502,1584,1602,41.0
5562,21:11:52.124,40490,39734,41051,40913,41519,1034,1953,935,1133,1119,1535,1559,1528,1500,1581,1600,41.0
5563,21:11:54.447,40410,39757,41221,40808,41727,1036,1950,937,1132,1116,1533,1561,1531,1501,1583,1602,41.0
5564,21:11:56.839,40491,39629,41193,40763,41635,1035,1950,935,1136,1116,1534,1562,1529,1504,1583,1603,41.0
5565,21:11:59.121,40390,39604,41239,40869,41528,1032,1950,935,1133,1118,1534,1564,1530,1501,1584,1603,41.0
5566,21:12:01.377,40353,39595,41183,40820,41603,1033,1953,937,1134,1113,1536,1561,1532,1501,1583,1600,41.0
5567,21:12:03.673,40507,39867,41266,40710,41727,1036,1951,935,1133,1118,1532,1563,1529,1502,1585,1602,41.0
5568,21:12:05.981,40465,39753,41133,40608,41618,1035,1953,935,1132,1119,1534,1563,1531,1503,1584,1600,41.0
5569,21:12:08.234,40461,39666,41176,40825,41645,1035,1951,934,1136,1115,1534,1563,1528,1501,1584,1602,41.0
5570,21:12:10.496,40452,39689,41109,40855,41575,1035,1951,934,1134,1119,1533,1563,1529,1501,1584,1603,41.0
5571,21:12:15.255,40418,39763,41064,40794,41586,1035,1952,935,1133,1118,1532,1563,1530,1503,1582,1601,41.0
5572,21:12:17.724,40508,39647,41147,40660,41500,1035,1951,936,1131,1116,1535,1562,1533,1502,1582,1601,41.0
5573,21:12:20.185,40604,39515,41080,40667,41664,1033,1951,936,1134,1118,1536,1560,1531,1500,1580,1601,41.0
5574,21:12:22.513,40418,39732,41089,40716,41547,1034,1952,934,1134,1114,1535,1563,1533,1502,1584,1599,41.0
5575,21:12:24.822,40577,39572,41221,40771,41639,1035,1950,935,1132,1114,1536,1561,1530,1501,1584,1602,41.0
5576,21:12:27.073,40379,39644,41215,40646,41654,1034,1951,935,1136,1116,1534,1563,1531,1503,1583,1602,41.0
5577,21:12:29.405,40422,39763,40989,40791,41728,1034,1951,936,1132,1114,1536,1560,1533,1502,1586,1599,41.0
5578,21:12:31.638,40605,39644,41307,40851,41640,1034,1950,938,1132,1115,1534,1562,1531,1503,1586,1602,41.0
5579,21:12:33.856,40461,39566,41165,40752,41554,1033,1949,935,1135,1116,1533,1562,1532,1500,1583,1599,41.0
5580,21:12:36.098,40389,39708,41018,40757,41497,1033,1950,936,1132,1115,1533,1566,1532,1500,1585,1602,41.0
5581,21:12:40.856,40433,39702,41218,40770,41707,1034,1952,936,1132,1117,1534,1565,1532,1500,1583,1602,41.0
5582,21:12:43.263,40556,39648,41115,40860,41658,1034,1950,937,1134,1117,1534,1564,1530,1503,1583,1603,41.0
5583,21:12:45.674,40627,39662,41190,40683,41580,1033,1949,936,1133,1115,1536,1561,1528,1502,1583,1602,41.0
5584,21:12:48.162,40519,39682,41143,40836,41586,1034,1951,935,1134,1116,1534,1561,1530,1501,1581,1601,41.0
5585,21:12:50.577,40460,39502,41290,40758,41580,1035,1950,934,1135,1114,1535,1562,1530,1501,1581,1599,41.0
5586,21:12:52.837,40404,39707,41293,40826,41598,1034,1950,936,1132,1117,1535,1562,1531,1502,1584,1601,41.0
5587,21:12:55.094,40650,39636,41008,40806,41701,1034,1951,936,1132,1113,1534,1563,1530,1501,1584,1602,41.0
5588,21:12:57.241,40366,39688,41157,40787,41679,1035,1951,935,1132,1116,1534,1562,1532,1500,1584,1603,41.0
5589,21:12:59.528,40546,39708,41142,40877,41680,1035,1952,936,1133,1117,1535,1561,1531,1501,1584,1603,41.0
5590,21:13:01.762,40574,39692,41271,40787,41564,1033,1950,936,1132,1115,1535,1562,1530,1500,1584,1601,41.0
5591,21:13:06.559,40490,39737,41094,40776,41562,1034,1950,935,1131,1117,1532,1561,1530,1501,1580,1599,41.0
5592,21:13:09.097,40562,39629,41130,40869,41712,1035,1952,936,1132,1117,1535,1563,1530,1502,1581,1600,41.0
5593,21:13:11.485,40483,39493,41179,40733,41681,1035,1950,936,1133,1118,1535,1562,1529,1502,1586,1601,41.0
5594,21:13:13.871,40522,39655,41220,40752,41744,1033,1951,934,1135,1115,1535,1562,1532,1501,1585,1602,41.0
5595,21:13:16.215,40552,39674,41190,40767,41576,1035,1952,934,1133,1117,1536,1561,1530,1502,1586,1601,41.0
5596,21:13:18.546,40503,39684,41076,40788,41470,1034,1950,935,1132,1117,1532,1564,1528,1502,1585,1601,41.0
5597,21:13:20.940,40457,39625,41199,40757,41556,1035,1952,936,1133,1117,1536,1561,1531,1502,1581,1603,41.0
5598,21:13:23.186,40330,39662,41175,40711,41608,1034,1952,935,1132,1119,1535,1559,1529,1503,1584,1602,41.0
5599,21:13:25.422,40640,39711,41096,40735,41599,1035,1951,936,1134,1118,1535,1559,1529,1501,1583,1602,41.0
5600,21:13:27.780,40418,39664,41089,40729,41451,1034,1950,935,1131,1114,1535,1563,1529,1502,1583,1601,41.0
5601,21:13:32.666,40429,39731,41181,40783,41624,1035,1950,936,1130,1116,1538,1560,1530,1504,1585,1602,41.0
5602,21:13:34.942,40525,39696,41315,40727,41686,1035,1951,935,1133,1114,1534,1564,1529,1502,1584,1600,41.0
5603,21:13:37.197,40541,39764,41057,40670,41562,1034,1950,935,1134,1114,1534,1561,1530,1503,1582,1602,41.0
5604,21:13:39.457,40422,39767,41086,40772,41488,1033,1951,937,1132,1120,1536,1560,1529,1499,1584,1599,41.0
5605,21:13:41.697,40320,39671,41184,40738,41770,1037,1950,934,1131,1115,1533,1562,1530,1501,1585,1600,41.0
5606,21:13:43.957,40494,39557,41192,40857,41597,1034,1950,934,1133,1115,1533,1562,1528,1501,1585,1602,41.0
5607,21:13:46.207,40525,39554,41125,40801,41539,1035,1949,936,1133,1114,1533,1561,1529,1501,1584,1600,41.0
5608,21:13:48.456,40655,39626,41168,40859,41758,1036,1952,934,1134,1115,1532,1562,1530,1500,1585,1601,41.0
5609,21:13:50.751,40531,39462,41167,40736,41684,1034,1951,936,1134,1116,1535,1562,1529,1501,1584,1602,41.0
5610,21:13:53.075,40638,39396,41075,40822,41578,1035,1951,937,1132,1116,1533,1562,1530,1499,1581,1602,41.0
5611,21:13:57.960,40525,39703,41069,40793,41593,1033,1952,934,1131,1117,1533,1561,1531,1502,1585,1601,41.0
5612,21:14:00.390,40566,39702,41159,40694,41775,1034,1950,935,1134,1115,1535,1563,1529,1502,1582,1602,41.0
5613,21:14:02.747,40535,39565,41084,40889,41651,1036,1952,937,1133,1115,1535,1564,1529,1502,1583,1600,41.0
5614,21:14:05.123,40392,39691,41378,40740,41439,1033,1950,933,1131,1116,1535,1562,1528,1503,1583,1598,41.0
5615,21:14:07.379,40412,39652,41178,40685,41621,1034,1951,936,1133,1115,1536,1564,1531,1500,1584,1601,41.0
5616,21:14:09.634,40473,39559,41075,40689,41468,1033,1952,936,1132,1115,1534,1564,1531,1500,1584,1600,41.0
5617,21:14:11.872,40474,39684,41107,40667,41724,1034,1951,936,1136,1116,1536,1564,1529,1501,1584,1601,41.0
5618,21:14:14.044,40507,39566,41222,40853,41615,1034,1951,934,1135,1114,1535,1560,1530,1500,1585,1602,41.0
5619,21:14:16.344,40375,39520,41167,40797,41625,1034,1950,935,1132,1115,1536,1562,1530,1500,1585,1600,41.0
5620,21:14:18.621,40324,39557,41206,40706,41501,1034,1951,935,1133,1116,1534,1561,1531,1501,1584,1601,41.0
5621,21:14:23.500,40545,39686,41223,40806,41608,1033,1949,936,1132,1119,1533,1561,1529,1504,1582,1600,41.0
5622,21:14:25.988,40444,39580,41238,40848,41620,1036,1950,934,1132,1117,1535,1563,1531,1503,1583,1600,41.0
5623,21:14:28.367,40328,39660,41177,40675,41741,1034,1951,937,1134,1117,1534,1562,1531,1500,1580,1600,41.0
5624,21:14:30.625,40468,39430,41205,40845,41896,1034,1951,934,1134,1118,1534,1564,1530,1500,1586,1602,41.0
5625,21:14:32.813,40491,39597,41057,40834,41703,1034,1954,936,1134,1116,1535,1562,1531,1501,1583,1601,41.0
