N_07-16-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
58,12:12:25.288,35645,37282,36802,35857,35961,964,1012,1004,1001,995,1456,1542,1678,1674,1713,1539,504,508,503,420,488,470,529,463,34.0
59,12:12:29.509,35773,37346,37053,35998,36070,963,1013,1002,1001,997,1453,1544,1677,1674,1715,1540,503,504,502,419,488,468,530,464,34.0
60,12:12:33.769,35703,37183,37041,36002,35926,966,1010,1005,1000,995,1457,1541,1678,1674,1715,1538,505,505,502,419,489,470,529,460,34.0
61,12:12:40.630,35586,37378,37038,35885,35867,966,1013,1005,1001,999,1454,1542,1679,1674,1712,1539,504,504,502,419,488,467,528,461,34.0
62,12:12:44.791,35707,37291,37177,35780,36211,964,1011,1007,1002,995,1452,1543,1678,1674,1714,1536,501,507,500,421,486,468,531,463,34.0
63,12:12:49.007,35546,37291,37111,36045,36071,963,1011,1005,1002,996,1454,1540,1677,1675,1716,1536,502,507,500,420,490,469,530,461,34.0
64,12:12:53.151,35566,37289,37250,35949,35969,964,1012,1005,1002,997,1454,1540,1676,1674,1716,1536,505,507,502,422,488,469,527,462,34.0
65,12:12:57.290,35649,37344,36928,35765,36064,963,1013,1003,1002,995,1455,1542,1676,1674,1716,1538,504,506,503,420,488,468,530,461,34.0
66,12:13:01.450,35813,37258,36952,36012,36077,962,1013,1004,1001,996,1452,1542,1676,1675,1717,1539,504,505,503,420,488,469,525,461,34.0
67,12:13:05.591,35535,37410,37107,35958,36049,964,1011,1002,1001,996,1456,1543,1677,1676,1712,1540,508,509,503,420,491,470,527,462,34.0
68,12:13:09.709,35715,37207,37010,36080,36012,964,1011,1005,1002,997,1456,1541,1677,1674,1713,1540,505,506,501,421,484,470,529,464,34.0
69,12:13:13.893,35644,37377,37209,35977,36306,964,1012,1005,1000,996,1457,1542,1677,1673,1712,1538,503,506,501,419,486,466,528,463,34.0
70,12:13:18.375,35545,37308,37133,35981,36184,964,1012,1003,1002,997,1455,1540,1676,1675,1713,1540,501,508,503,420,488,473,530,462,34.0
71,12:13:25.244,35639,37208,37115,35923,36145,965,1015,1004,1001,995,1455,1543,1676,1674,1714,1539,504,508,502,420,488,470,527,461,34.0
72,12:13:29.458,35545,37337,37068,36007,36195,962,1014,1003,1004,996,1457,1543,1677,1676,1713,1536,501,505,501,420,489,467,529,464,34.0
73,12:13:33.710,35482,37141,37187,36099,36245,962,1012,1004,1000,996,1454,1542,1677,1673,1714,1537,504,509,500,420,487,468,531,463,34.0
74,12:13:37.887,35714,37351,37091,36010,36109,961,1013,1003,1001,995,1458,1542,1679,1673,1714,1537,505,505,501,420,488,468,529,464,34.0
75,12:13:42.059,35427,37366,37085,36072,36390,963,1011,1002,1000,999,1456,1540,1676,1675,1713,1539,502,506,499,419,486,470,529,459,34.0
76,12:13:46.213,35498,37202,37041,35983,36233,964,1013,1004,1000,997,1454,1541,1675,1674,1712,1538,502,505,502,420,487,469,527,464,34.0
77,12:13:50.390,35538,37387,37033,35953,36385,963,1013,1002,1000,996,1454,1543,1677,1674,1714,1540,505,505,500,421,488,466,528,462,34.0
78,12:13:54.480,35598,37316,37039,35968,36322,964,1012,1004,1000,997,1455,1542,1675,1672,1714,1537,503,508,502,417,488,472,529,460,34.0
79,12:13:58.576,35553,37318,37018,35968,36210,961,1013,1003,1000,996,1454,1542,1676,1672,1714,1538,506,506,501,420,488,468,529,465,34.0
80,12:14:02.668,35560,37342,36919,36104,36126,964,1011,1004,1000,998,1454,1540,1674,1675,1717,1540,502,505,502,419,487,470,531,463,34.0
81,12:14:09.542,35411,37306,37108,36008,36040,963,1015,1005,999,996,1454,1540,1675,1676,1712,1537,505,508,501,420,487,469,528,463,35.0
82,12:14:13.830,35572,37494,37161,36405,36233,964,1012,1002,1002,1001,1454,1543,1678,1674,1713,1536,505,505,503,420,487,472,528,464,35.0
83,12:14:18.164,35527,37391,37089,36429,36287,964,1014,1004,1002,995,1455,1543,1676,1674,1716,1537,503,506,501,419,487,469,524,464,35.0
84,12:14:22.563,35659,37321,37024,36595,36443,963,1011,1002,1002,996,1456,1542,1677,1674,1713,1537,504,507,502,420,487,470,527,462,35.0
85,12:14:26.779,35596,37330,37001,36502,36354,965,1011,1004,1000,995,1456,1542,1678,1673,1716,1537,507,507,501,419,489,471,531,466,35.0
86,12:14:31.013,35468,37563,37176,36507,36374,965,1012,1003,1004,997,1456,1541,1676,1676,1714,1538,505,505,503,421,489,471,529,461,35.0
87,12:14:35.401,35568,37337,36976,36535,36310,962,1012,1003,1001,997,1456,1542,1676,1674,1717,1540,502,509,503,419,489,467,526,461,35.0
88,12:14:39.582,35296,37246,37006,36352,36189,963,1013,1006,1000,996,1455,1543,1676,1672,1717,1542,504,505,503,418,488,472,527,463,35.0
89,12:14:43.879,35389,37381,37016,36511,36167,963,1012,1006,999,997,1457,1542,1678,1673,1715,1536,503,508,502,419,485,471,526,462,35.0
90,12:14:48.133,35637,37504,36775,36329,36146,962,1011,1006,1002,995,1455,1541,1675,1672,1717,1542,505,507,502,418,489,469,529,465,35.0
91,12:14:55.065,35632,36549,36476,36424,36011,961,1014,1005,1001,999,1455,1544,1674,1672,1715,1539,506,506,502,420,489,471,529,461,35.0
N_07-25-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
1,10:32:31.720,34811,36622,36531,35875,35514,962,1012,1004,1002,997,2496,1541,1676,1671,1714,1540,505,508,501,421,551,469,529,461,36.0
2,10:32:35.877,34602,36807,36391,35755,35686,962,1013,1003,1001,995,2495,1541,1675,1672,1715,1541,504,508,502,417,569,511,529,460,36.0
3,10:32:40.006,34762,36897,36610,35678,35673,961,1013,1004,1000,998,2494,1544,1674,1671,1715,1536,504,506,502,420,568,469,528,466,36.0
4,10:32:48.014,34877,36891,36427,35669,35699,961,1013,1003,1000,997,2494,1542,1676,1673,1714,1540,503,507,501,418,533,472,529,465,36.0
5,10:32:52.922,34690,36778,36738,35346,35698,963,1013,1004,998,998,2493,1544,1675,1672,1715,1539,505,507,498,420,568,496,526,463,36.0
6,10:33:01.207,34865,36952,36665,35478,35912,962,1013,1005,1001,997,2495,1542,1676,1672,1713,1538,504,506,501,419,554,470,529,460,36.0
7,10:33:08.481,34959,36963,36875,35461,35839,963,1013,1004,1000,997,2493,1543,1677,1672,1715,1537,505,505,500,419,560,468,528,462,36.0
8,10:33:12.955,35006,36604,37074,35687,35905,962,1011,1004,1001,996,2496,1541,1677,1673,1716,1540,503,507,501,421,566,466,528,461,36.0
9,10:33:19.840,34978,36907,37081,35579,36185,961,1010,1004,1003,996,2493,1541,1676,1673,1714,1536,507,511,502,421,510,469,525,463,36.0
10,10:33:26.753,34971,36793,36939,35579,35979,962,1010,1005,1000,998,2493,1541,1677,1674,1714,1538,505,505,503,421,548,465,527,461,36.0
11,10:33:33.700,34914,36846,36591,35851,35911,962,1011,1006,999,997,2493,1544,1675,1673,1714,1536,503,508,498,417,566,473,526,463,36.0
12,10:33:40.720,35126,37013,36307,35475,36011,960,1011,1007,999,997,2495,1543,1674,1671,1715,1543,503,506,503,420,555,467,530,462,36.0
13,10:33:48.130,34996,36927,36430,35504,35968,961,1010,1004,1001,997,2497,1542,1676,1671,1715,1539,506,509,503,418,516,470,528,464,36.0
14,10:33:55.884,34985,36799,36358,35585,36181,963,1011,1005,1001,998,2494,1539,1674,1673,1715,1536,505,507,501,418,554,471,530,464,36.0
15,10:34:00.140,34902,36705,36523,35556,36157,962,1012,1005,999,997,2495,1544,1674,1673,1713,1538,505,507,501,419,569,469,526,461,36.0
N_07-25-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
1,11:35:03.624,34952,37131,36504,35998,36131,963,1010,1003,999,996,2494,1543,1676,1671,1717,1538,501,507,502,421,555,471,531,464,38.0
N_07-25-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
1,11:43:03.934,34920,37242,36646,35963,36114,962,1010,1004,1002,999,2493,1541,1676,1671,1712,1537,501,508,502,417,515,472,525,462,39.0
N_07-25-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
2,11:43:13.287,34805,37019,36578,35881,35963,963,1012,1004,999,1000,2494,1543,1673,1673,1713,1543,504,507,500,418,568,471,527,463,39.0
3,11:43:17.311,35063,37016,36619,35780,36321,963,1010,1003,1001,1000,2496,1543,1675,1673,1714,1538,503,505,502,420,564,469,529,462,39.0
4,11:43:21.152,35118,37344,36727,35716,36252,961,1011,1004,998,997,2497,1542,1675,1674,1714,1540,505,509,503,420,568,511,528,463,39.0
5,11:43:27.853,35454,37386,36570,35837,36378,962,1011,1005,1003,996,2492,1545,1676,1675,1713,1537,504,507,501,419,562,468,525,465,39.0
6,11:43:31.723,35311,37124,36569,35733,36574,963,1010,1004,1000,997,2494,1540,1674,1676,1714,1539,505,511,503,418,564,469,531,462,39.0
7,11:43:35.687,35320,37314,36565,35695,36612,962,1011,1003,999,998,2494,1541,1676,1675,1714,1540,504,506,502,417,565,469,528,464,39.0
8,11:43:39.673,35588,37122,36380,35851,36734,962,1011,1006,1000,998,2494,1542,1677,1678,1715,1536,506,507,500,420,565,465,532,463,39.0
N_07-25-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
9,11:43:54.023,35463,37495,36664,36081,36579,963,1012,1005,1000,999,2495,1541,1676,1672,1715,1539,502,507,502,417,551,511,528,463,39.0
10,11:43:57.990,35357,37173,36603,35787,36746,961,1011,1008,1001,996,2496,1544,1676,1671,1714,1537,505,508,500,419,569,504,532,461,39.0
11,11:44:04.437,35410,37310,36574,35973,36294,962,1013,1006,999,998,2494,1543,1675,1670,1715,1540,505,508,501,421,567,471,530,460,39.0
N_07-25-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
1,11:47:54.345,35516,37301,36528,35978,36401,962,1013,1004,1000,999,2495,1544,1676,1672,1715,1537,506,508,502,418,569,470,527,461,39.0
2,11:48:01.125,35747,37439,36773,35863,36562,963,1011,1004,1001,996,2495,1541,1675,1673,1713,1540,506,509,503,419,554,472,527,462,39.0
3,11:48:05.125,35494,37344,36632,35873,36520,966,1012,1006,1001,997,2494,1542,1673,1674,1716,1539,502,506,499,420,568,470,528,461,39.0
N_07-25-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
1,13:32:24.003,35095,37085,36470,36003,36147,962,1011,1003,1003,996,2493,1544,1674,1672,1714,1538,503,506,501,419,566,513,529,460,40.0
N_07-25-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
2,13:32:32.066,35019,36941,36665,36158,36185,963,1011,1004,999,998,2496,1542,1676,1674,1713,1538,504,505,502,417,568,512,524,461,40.0
3,13:32:36.231,35153,37120,36537,36031,36119,962,1011,1005,1001,997,2494,1540,1676,1673,1716,1537,505,507,501,420,566,470,532,464,40.0
4,13:32:40.282,35242,36946,36645,36081,36474,962,1011,1004,999,996,2494,1540,1675,1671,1712,1537,503,509,499,420,569,471,528,463,40.0
N_07-25-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
5,13:32:54.131,35121,37115,36752,36230,36209,961,1011,1007,1000,999,2493,1543,1676,1673,1712,1536,502,507,503,421,559,470,525,464,40.0
6,13:32:58.163,35328,37240,36864,36254,36367,961,1012,1003,998,997,2497,1541,1674,1673,1713,1542,505,508,502,419,569,470,530,463,40.0
N_07-25-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
7,13:33:12.409,35115,36941,36716,36565,36202,960,1011,1006,999,997,2499,1541,1676,1672,1713,1539,502,507,501,419,567,471,525,465,40.0
8,13:33:16.264,35404,37043,36649,36298,36291,962,1011,1004,1000,998,2493,1541,1676,1670,1716,1540,505,507,502,419,570,469,528,465,40.0
9,13:33:20.083,35460,37115,36704,36478,36234,962,1013,1003,1000,995,2493,1541,1675,1672,1712,1538,506,506,499,420,570,472,524,466,40.0
10,13:33:23.942,35438,37076,36544,36425,36536,962,1010,1002,999,996,2493,1542,1675,1672,1714,1540,505,509,503,419,570,472,528,462,40.0
11,13:33:33.192,35600,36750,36714,36633,36408,963,1011,1004,1003,999,2497,1541,1677,1673,1713,1540,504,505,501,416,553,511,527,465,40.0
12,13:33:37.366,35408,36841,36698,36253,36564,963,1014,1006,1001,998,2496,1539,1675,1673,1712,1537,503,507,502,419,569,467,528,464,40.0
13,13:33:41.209,35652,36952,36711,36299,36308,963,1013,1005,1001,997,2493,1543,1674,1672,1716,1537,505,505,503,418,568,468,529,460,40.0
14,13:33:45.065,35302,36910,36391,36215,36504,963,1011,1001,1000,997,2495,1540,1674,1673,1713,1538,501,506,505,418,567,469,528,462,40.0
15,13:33:49.063,35501,36967,36490,36298,36488,962,1012,1004,1003,996,2493,1541,1674,1671,1714,1541,504,507,502,419,567,471,529,461,40.0
16,13:33:53.065,35535,37043,36441,36466,36411,961,1011,1006,999,996,2495,1543,1673,1671,1714,1541,506,506,502,417,568,473,529,461,40.0
17,13:33:57.164,35497,36983,36590,36213,36517,961,1010,1003,999,997,2493,1543,1674,1672,1714,1536,505,507,500,419,568,500,527,461,40.0
N_07-25-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
1,13:43:58.313,35401,36762,36529,36457,36380,961,1012,1005,1000,997,2494,1543,1675,1673,1714,1536,506,506,502,417,568,467,527,463,40.0
2,13:44:02.400,35592,36954,36699,36130,36433,962,1011,1003,1002,997,2493,1542,1674,1673,1716,1539,502,508,500,418,570,471,530,461,40.0
3,13:44:06.409,35610,36988,36703,36214,36452,963,1012,1003,1004,999,2496,1543,1672,1671,1715,1538,503,508,501,420,570,503,528,463,40.0
4,13:44:10.291,35541,36985,36565,36323,36308,962,1012,1004,1002,994,2492,1542,1676,1674,1716,1537,505,506,501,420,569,471,528,462,40.0
5,13:44:15.569,35622,37017,36668,36333,36500,962,1013,1002,1003,997,2493,1539,1675,1674,1716,1538,504,509,502,419,569,465,529,465,40.0
6,13:44:19.905,35487,36767,36554,36187,36320,961,1013,1004,1003,996,2495,1540,1672,1674,1714,1543,507,507,501,418,569,470,528,461,40.0
7,13:44:24.191,35242,36917,36629,36312,36449,963,1012,1004,1001,998,2496,1541,1674,1673,1713,1539,505,507,502,422,569,471,529,461,40.0
8,13:44:28.348,35411,37011,36670,36219,36497,961,1011,1002,1002,999,2492,1543,1677,1672,1715,1541,506,508,501,418,566,470,528,462,40.0
9,13:44:32.292,35381,36980,36738,36304,36408,963,1012,1002,1000,995,2493,1542,1678,1670,1713,1541,502,509,501,419,568,467,527,460,40.0
10,13:44:36.247,35490,36785,36584,36119,36534,962,1012,1004,1000,996,2495,1540,1675,1673,1715,1538,502,507,500,418,568,466,532,461,40.0
11,13:44:42.925,35331,37091,36722,36643,36381,961,1012,1007,998,998,2492,1545,1678,1673,1714,1538,504,508,501,418,570,513,524,463,40.0
12,13:44:47.209,35495,37188,36703,36467,36452,960,1010,1003,1002,999,2495,1540,1676,1673,1714,1541,505,506,503,417,571,513,528,462,40.0
13,13:44:51.429,35390,37121,36790,36157,36280,962,1012,1007,1000,998,2493,1541,1677,1673,1714,1540,503,507,501,419,569,498,528,460,40.0
14,13:44:55.622,35413,37194,36509,36520,36293,962,1011,1002,999,996,2493,1543,1674,1673,1716,1541,501,509,500,421,570,470,529,461,40.0
15,13:44:59.855,35589,37195,36614,36652,36423,962,1011,1004,1001,998,2494,1541,1676,1672,1714,1543,502,508,500,420,570,511,525,461,40.0
16,13:45:04.149,35472,37338,36592,36048,36150,964,1013,1006,1000,997,2496,1541,1675,1672,1717,1542,504,509,503,422,569,472,525,464,40.0
17,13:45:08.130,35481,37200,36658,36316,36357,962,1010,1003,1001,997,2496,1542,1674,1671,1716,1535,501,507,499,420,569,471,526,464,40.0
18,13:45:12.216,35551,37140,36757,36435,36312,963,1012,1005,1000,995,2496,1541,1675,1674,1716,1537,504,507,501,416,566,467,528,464,40.0
19,13:45:16.449,35476,37154,36905,36096,36293,962,1011,1004,1004,997,2494,1541,1677,1674,1712,1538,504,507,503,420,570,470,529,465,41.0
20,13:45:23.641,35525,37116,36938,36416,36444,962,1012,1003,1001,996,2493,1542,1676,1672,1714,1539,506,507,501,423,558,467,527,464,41.0
21,13:45:33.920,35350,37182,37225,36584,36203,961,1012,1006,999,998,2493,1541,1677,1674,1714,1541,505,507,500,417,514,472,530,462,40.0
22,13:45:41.985,35569,37002,36784,36419,36341,961,1012,1005,1001,1000,2492,1539,1677,1672,1711,1540,505,508,502,418,554,466,531,464,40.0
23,13:45:46.769,35451,37170,36781,36529,36406,961,1012,1005,1001,996,2496,1541,1676,1673,1713,1537,506,506,500,417,567,469,529,464,41.0
24,13:45:51.155,35534,37019,37075,36115,36260,962,1011,1003,999,995,2496,1542,1676,1672,1714,1541,505,508,500,419,567,470,527,463,41.0
