N cycles,,VCM data,,,,lens data,,,,mirror data 
1,,,,,[1, '99042C051A05460344050F0281030304120419047D04', 2, '58080B09D908CA0B1E09200235099B09E909110A190A']
2,,,,,[1, '970429051905460345050D0281030604150418047D04', 2, '56080C09D908CB0B1D09F90835099C09E909110A1A0A']
3,,,,,[1, '98042B051C05460345050F0281030504140417047C04', 2, '55080C09D908CD0B1D091E0235099C09EA09120A160A']
4,,,,,[1, '97042A051A05460344050F0280030604120417047F04', 2, '57080C09D908CD0B1D09F70835099C09EB09130A170A']
5,,,,,[1, '990429051C05460344050F028003060416041A047F04', 2, '54080C09D908CC0B1E091F0237099A09E909110A170A']
6,,,,,[1, '980429051B05450345050E0281030604140418047E04', 2, '56080C09D908CB0B1D09F90835099C09E909110A160A']
7,,,,,[1, '98042C051A05460344050F0280030504160418047F04', 2, '56080B09D908CC0B1E091E0237099A09E909110A160A']
8,,,,,[1, '99042B051C05460342050D0281030704150419047F04', 2, '56080C09D908CD0B1E09870235099C09EA09120A170A']
9,,,,,[1, '99042A051C05460344050F0281030604160417047D04', 2, '57080B09D808CD0B1E09F60834099D09E909130A180A']
10,,,,,[1, '99042B051C054603430510027F03060416041A047C04', 2, '56080D09DA08CA0B1C09F70835099B09EA09110A170A']
11,,,,,[1, '99042C051C05460343050D027F030504130418047D04', 2, '57080B09D908CC0B1D092C0237099C09E909110A1A0A']
12,,,,,[1, '99042A051A05460344050C027F03070414041A047D04', 2, '57080C09D908CD0B1E09F90837099B09E909100A1A0A']
13,,,,,[1, '99042B051A05470344050F027F030604150419047D04', 2, '56080C09D908CD0B1E091E0238099E09EB09140A190A']
14,,,,,[1, '9A042A051B05470341050F027F03050414041A047C04', 2, '56080B09D808CD0B1F09F80838099C09E909110A190A']
15,,,,,[1, '99042A051B05460345050D0281030504160419047F04', 2, '56080D09D808CC0B1E09180238099B09EA09140A160A']
16,,,,,[1, '99042A051C05480345050D0281030504150417047E04', 2, '56080C09D808CA0B1E09F80836099B09E909130A160A']
N cycles,,VCM data,,,,lens data,,,,mirror data 
1,[1, 'DBC736D78CE506C51CCB9A042B051B05460342050E027F03040413041A047D04', 2, '7C376D379F39B437B13655080C09D908CC0B1E09240235099B09EA09120A1A0A']
2,[1, 'E5C6D1D61DE5DBC52BCB980429051A05470344050D027F030604140418047E04', 2, 'F6363737BA398C37733656080C09DA08CD0B1C09F60837099C09EA09110A1A0A']
3,[1, 'D9C611D77EE5E4C554CB99042B051A05460344050E0280030604140417047C04', 2, 'F03681379239B137BB3656080B09D908CC0B1C09F60837099C09E909100A160A']
4,[1, '52C792D71FE51FC690CB99042A051A0546034405100280030604140418047F04', 2, 'BC369C37C7398137A43656080C09D908CD0B1C09F60835099A09E909130A160A']
5,[1, 'EDC60FD7DBE4AEC563CB98042A051A0546034505100281030704140418047E04', 2, 'F63641378339DB37803656080C09D908CA0B1F09F60837099C09EA09130A170A']
N cycles,,VCM data,,,,lens data,,,,mirror data 
6,[1, 'D4C753D761E5DBC548CB99042B051B05460343050E0281030604140416047F04', 2, 'EB365D378E39E737603657080C09DA08CB0B1D09240238099C09E909110A190A']
7,[1, 'E9C6C7D761E5E1C542CB99042B051C05460343050F0280030504130418047D04', 2, '2137B9375B39EC375D3656080D09D808CB0B1E09FA0837099A09EA09130A1A0A']
8,[1, '52C76AD752E5EEC50ECB9A0429051B05470344050E0281030604130417047D04', 2, 'DC36A1378339C2375B3656080C09D908CD0B1D09180238099C09E909120A190A']
9,[1, '73C72CD772E507C6A7CB98042B051905450345050D0281030604140418047C04', 2, '9236A737EA39FB37BE3657080B09D908CD0B1E09FA0837099B09EA09100A1A0A']
10,[1, 'C5C66DD720E539C6E2CA990429051C05460344050D0281030604160418047F04', 2, 'EA36B8372139F737933656080C09D908CA0B1C09180237099B09EB09100A190A']
11,[1, 'E0C764D728E5B8C5E3CA98042A051B05460342050F0281030404160418047D04', 2, 'E836D237C739A2376A3656080B09D908CC0B1E091B0236099B09EB09120A190A']
12,[1, '8DC726D72CE51DC641CB99042B051905470344050C0282030304150418047E04', 2, 'AC36683726397437B93655080B09D908CD0B1E09F90836099C09E909130A190A']
13,[1, '23C75CD7F2E438C630CB9A0429051C05460343050D0281030504160419047C04', 2, '4F373437ED39F937083654080B09D908CB0B1D09180236099B09E909130A190A']
14,[1, '31C734D74FE56EC65CCB98042A051905460344050E028103060415041A047C04', 2, '5D3630385C39EE37503656080D09D908CC0B1F09F90837099B09E909130A190A']
15,[1, 'FFC663D737E564C618CB99042C051A05460344050D0280030604140419047C04', 2, '4036E9378A39DC37F63657080A09D908CD0B1D09180234099A09EA09100A190A']
16,[1, 'FCC6D5D61CE59DC63ECB99042B051B05470345050D0281030504150417047D04', 2, 'FA36C237A239D437063756080D09D908CD0B1E09F80835099B09EC09130A190A']
17,[1, '65C732D7F1E425C672CB99042B051B05460344050F0281030504150417047D04', 2, '7436F637FA390437F33656080C09DA08CD0B1E091A0235099A09EA09140A1A0A']
18,[1, 'E8C671D74EE515C6ACCB99042C051B05460345050F0282030704150418047D04', 2, '7A36C53783399A36863655080C09D908CB0B1C09F90837099A09EA09130A190A']
19,[1, '08C7C5D77CE529C677CB99042C051905470344050D0281030604150419047D04', 2, 'A9365A37C539E136703655080B09D908CD0B1C09170237099A09E809100A190A']
20,[1, '65C711D753E59DC66ACB9A042B051A05460345050F027F03050413041A047C04', 2, '4E36943793397836883657080D09D908CC0B1E09F60835099C09EA09120A190A']
21,[1, 'C9C749D798E5EFC57ECB99042B051B05470344050D0281030404160417047E04', 2, '093791376939A136443655080B09DA08CD0B1F091A0236099B09E809130A1A0A']
22,[1, '5BC710D710E5ACC56BCB99042A051C05460345050D0282030404150419047D04', 2, 'DF35AB37083AD636333656080B09D808CD0B1E09F90836099B09E909130A190A']
23,[1, '51C700D700E5A0C61DCB9A0429051B05470343050F0282030704160418047D04', 2, 'B1361C37B0394F36903656080B09DA08CB0B1E092A0238099A09EB09130A190A']
24,[1, '4DC767D723E5B5C6ADCB99042B051905460345050C027F030504160418047F04', 2, '3D36AF37D0396A365A3656080D09D908CD0B1D095D0235099B09EA09100A190A']
25,[1, '74C71BD72EE53DC626CB990429051A05480344050E0282030504160419047E04', 2, '7C366E3799391E37653655080B09DA08CB0B1E09D30236099B09EA09100A170A']
26,[1, '7EC728D77BE516C614CC98042A051805460343050F0280030604160417047D04', 2, 'B036AA378239D2360C3756080C09DA08CD0B1E092E0236099C09E809100A160A']
27,[1, '49C72CD705E573C64DCB98042B051C05460342050F0283030304160417047D04', 2, '7636B3371839B536EA3657080B09D808CD0B1C09F90837099A09EB09100A190A']
28,[1, 'B3C744D70FE5FAC54ACB99042B051B054603440510027F030704160417047E04', 2, 'A53635372139AE36393657080C09D908CB0B1E091D0236099A09E809100A160A']
29,[1, '2BC7AFD773E596C690CB9A042A051B05460345050D0280030504150417047F04', 2, 'B03675377D3963365C3656080C09D908CC0B1D09F60837099C09EA09110A160A']
30,[1, '93C7D0D600E540C636CB99042B051C05480343050D027F03060413041A047F04', 2, '1637E837B1393F36603654080D09D908CE0B1C09180235099B09EA09110A170A']
31,[1, '93C745D73BE5A7C597CB99042C051B05470343050D027F030304150418047E04', 2, 'A4368A379C390437B83655080B09D808CD0B1C09F80835099D09EA09140A180A']
32,[1, '7BC7FAD626E584C646CB9A042A051B05460344050F027F030604120417047D04', 2, 'AF369137CA39AE36A33656080B09D908CE0B1E09190237099C09EA09130A1A0A']
33,[1, '89C7EFD6E5E456C678CB990429051B05460344050E028003050413041A047C04', 2, '2736AF375E39AE36CF3657080B09D908CD0B1E09F70836099B09E909140A1A0A']
34,[1, 'D6C670D73EE554C645CB990429051B05460343050F027F030604120417047D04', 2, 'AF36023830392136C83657080B09D908CD0B1E09180236099C09EA09140A1A0A']
35,[1, 'EEC6CED640E52DC6DECA98042B051C05470345050F027F030604150418047D04', 2, '7236A7378139CE36333757080D09D908CC0B1D09F60835099A09E909130A190A']
36,[1, '6BC7BDD60AE54DC63BCB980429051905460344050D0281030504140417047D04', 2, '9D36413754393B36423654080D09DA08CD0B1E09F80836099A09E809130A1A0A']
37,[1, '31C7F1D616E576C614CB99042B051905460344050E0282030504150417047C04', 2, '2F369B375139B036FB3657080B09D908CD0B1F09160234099B09E909130A1A0A']
38,[1, '51C78CD725E529C659CB960429051A05460343050D027F030404160417047C04', 2, 'B8366C37F3395636963655080C09D908CD0B1F09F90836099A09E909130A190A']
39,[1, '5EC731D701E52DC651CB99042A051C05460344050E0282030604120417047D04', 2, 'A5363B3776393636B93657080B09D908CD0B1E09160236099B09E809110A190A']
40,[1, '4DC768D73AE563C68ACB99042B051905460345050D028103050415041A047F04', 2, '5F3685376D391A37803656080B09DA08CB0B1E09F80835099C09EC09130A1A0A']
41,[1, '76C7C3D77AE5AEC5C3CB99042B051C05460344050E0282030604150417047D04', 2, 'D236563750393236C83657080C09D908CD0B1E09220237099A09E909130A180A']
42,[1, '7FC7C6D63EE522C673CB9A042B051905460345050C027F030504130417047F04', 2, '6336B137783920361F3757080A09DA08CD0B1E09F60837099A09E909130A190A']
43,[1, '7DC75AD706E56DC63FCB98042A051C054503450510027F030504140416047F04', 2, '853633373039BD368A3656080B09D908CD0B1D091B0234099A09EA09120A190A']
44,[1, '71C70DD706E55FC6A0CB98042B051905460344051C027F030604130419047F04', 2, '4B3634385539C236D73656080B09D908CD0B1D09F90837099C09E909140A180A']
45,[1, '8CC7D0D708E50BC668CB990429051905460345050C027F030704130419047F04', 2, '593669373F39E636403657080C09D908CB0B1E09160238099C09EA09130A170A']
46,[1, 'D7C641D7F4E460C67DCB990429051A0546034405180280030704140419047F04', 2, 'F3367A37CE399336383656080B09D908CD0B1E09290235099C09EA09130A160A']
47,[1, '75C739D729E593C6A2CB990429051905460343050C028103030413041A047D04', 2, 'BF36ED3747398336053757080B09DA08CD0B1E09F60837099A09EB09140A170A']
48,[1, 'D6C740D795E547C647CB960429051A0548034505100282030704140419048004', 2, '8636F1374A3945367E3656080D09D908CE0B1D091B0237099D09EB09130A190A']
