N cycles,,mirror data,,,,lens data 
1,[1, '1003F102F002EF025203EB023E039F03', 2, '0A0103011301390187011B019501E501'],[1, '55080B09D908CA0B1D09F60836099C09EA09110A180A', 2, '990429051905460343050D0283030604130416047D04']
2,[1, '1103F102F002EF025103EB024103A003', 2, '090102011101370185011A019401E501'],[1, '54080B09D908CB0B1F09F80836099C09EC09100A190A', 2, '98042C051B05460343050D0283030504150416047C04']
3,[1, '1003F202F102EF025203EA023E039F03', 2, '080103011401370184011D019701E101'],[1, '56080B09D908CD0B1D09F70835099D09EB09100A180A', 2, '9A042A051905470343050D0282030504150417047D04']
4,[1, '0F03F102F002F0025103EA024203A103', 2, '090103011301360187011B019501E101'],[1, '54080A09D908CB0B1F09F60835099B09EB09110A1A0A', 2, '99042C051A05460345050D0282030304150417047C04']
5,[1, '1003F102F102F0025103EA024203A203', 2, '090103011301390185011C019501E301'],[1, '56080B09D908CB0B1E09F80837099B09EA09100A180A', 2, '9A042B051905460345050D0282030604140418047F04']
6,[1, '1003F102F002EF025303EA0241039F03', 2, '070102011401360188011C019501E401'],[1, '56080B09D908CC0B1C09F60837099C09EB09110A190A', 2, '99042C051905460343050D0281030404140417047D04']
7,[1, '1003F102F102EF025103EB0242039F03', 2, '070104011001380185011D019501E201'],[1, '56080C09D908CB0B1E09F90836099D09EB09130A180A', 2, '99042A051905470342050D0281030504140416047E04']
8,[1, '1003F102F002F0025303EB024203A103', 2, '080101011301370186011D019401E501'],[1, '54080C09D908CA0B1D09F80837099D09EB09120A180A', 2, '99042B051B05460343050D0281030604140416047D04']
N cycles,,mirror data,,,,lens data 
N cycles,,mirror data,,,,lens data 
1,[1, '090103011401390188011D019601E501', 2, '1003F102F102EF025303EC023F039F03'],[1, '9A042C051905440342050F027F030704140416047E04', 2, '57080C09DA08CA0B1E09FA0836099B09E909110A1A0A']
2,[1, '0B0103011201360186011C019401E401', 2, '1003F002F102EF025303EA023F03A103'],[1, '97042B051A05440343050F0283030704160419047F04', 2, '56080B09D808CA0B1E09F90837099C09E909110A1A0A']
3,[1, '0B01040110013A0186011D019701E201', 2, '1003F002F102EF025403EA0241039F03'],[1, '99042B051C0544034205100281030504140419047D04', 2, '56080C09D908CA0B1F09F60837099B09E909110A180A']
N cycles,,mirror data,,,,lens data 
1,[1, '0901020113013801840119019401E401', 2, '0E03F002F102EF025503EC024103A003'],[1, '99042C051B05460345050C0280030504150418047D04', 2, '56080B09D908CB0B1D09280235099B09EB09100A170A']
2,[1, '0A01040113013701860119019701E401', 2, '0D03F002F102F2025303EA0241039F03'],[1, '99042C051B05460345050E0281030604140417047D04', 2, '56080B09D908CB0B1D09F90837099E09EA09110A180A']
3,[1, '0701040112013A0186011A019501E401', 2, '0D03F102F102EF025103EA024103A003'],[1, '97042A051B05470345050D0280030604130418047D04', 2, '54080A09D908CB0B1E09F80836099B09EA09110A190A']
4,[1, '0A0105011301360185011B019701E201', 2, '0E03F102F102EF025103EA023E03A003'],[1, '98042B051C05460345050C027F030304120417047D04', 2, '54080B09D908CB0B1F09390237099A09EA09110A160A']
5,[1, '0A0102011001370187011C019601E201', 2, '0D03F002F002EF025303EA024203A303'],[1, '99042B051B05460345050D0280030504130416047D04', 2, '55080B09D908CB0B1E09F80837099B09EA09110A160A']
6,[1, '070101011301370186011A019401E401', 2, '0E03F002F002F2025403EA024103A103'],[1, '99042B051B05460343050C0280030604140417047D04', 2, '54080C09D908CA0B1E09F90835099D09EB09120A190A']
7,[1, '0A0102011101360188011B019501E501', 2, '0E03F102F102EF025203EC0241039F03'],[1, '9A042B051A05470345050D0281030504140416047F04', 2, '55080D09DA08CA0B1D09340236099D09EB09100A170A']
8,[1, '070104011201360184011C019701E101', 2, '0E03F002F102EF025103EB024103A103'],[1, '99042B051B0547034305020282030504140416047D04', 2, '56080C09DA08CB0B1D09F90838099D09EA09110A190A']
9,[1, '080103011401380187011D019701E401', 2, '0D03F002F002EF025103E0023F03A203'],[1, '99042C051B05460343050C0281030604130417047F04', 2, '56080B09D908CB0B1D09F80837099E09EB09110A190A']
10,[1, '0B01040110013701850119019601E201', 2, '0E03F002F102EF025203E2023F039F03'],[1, '98042B051A05460344050D0280030604130418047E04', 2, '55080C09D908CC0B1E09F70838099A09E909120A1A0A']
11,[1, '080104011001370185011A019501E301', 2, '0E03F102F102EF025103E3023F03A003'],[1, '99042B051B05460343050C027F030404140417048004', 2, '56080D09DA08CB0B1D09360236099D09EA09100A180A']
12,[1, '070101011101370188011B019401E501', 2, '0E03F002F002EF025303E6023E03A003'],[1, '9A0429051905450344050F0281030704140419047D04', 2, '55080B09D908CD0B1E09F90837099D09E909110A170A']
13,[1, '0801010114013701840119019501E101', 2, '0E03F002F002EF025203E7023F039F03'],[1, '990429051A05460344050E027F030404150419048004', 2, '54080E09D908CA0B1D09F80834099B09EB09100A180A']
14,[1, '080103011001360184011D019501E201', 2, '0E03F002F002EF025203E9023F03A303'],[1, '99042B051B05460345050F028003040414041A048004', 2, '54080D09D908CC0B1E09F70836099D09E809110A180A']
15,[1, '090101011101360187011C019401E101', 2, '0E03F002F102F0025203EB023E03A003'],[1, '9A042A051B05460345050E0280030504150419047E04', 2, '54080D09D808CD0B1D09F90837099B09EB09120A190A']
16,[1, '0901020111013601840119019401E101', 2, '0D03F002F002F0025403EB024003A003'],[1, '99042B051B05450343050E0281030604140419047E04', 2, '54080B09DA08CD0B1E09F90837099D09EA09110A190A']
17,[1, '070103011101360184011D019501E101', 2, '0E03F102F102EF025203EB023F03A203'],[1, '99042B051C05460345050D027F030504160418047E04', 2, '54080B09D908CA0B1E09FA0836099C09EA09100A170A']
18,[1, '0A0105011401370185011D019401E401', 2, '0E03F102F102EF025203EC023E039F03'],[1, '99042A051C05450345050C0280030604130419048004', 2, '56080C09D908CD0B1D09F90835099C09EA09100A1A0A']
19,[1, '090105011301380184011D019501E101', 2, '0E03F002F102EF025203EA023E03A003'],[1, '990429051C05450343050D0281030604140419047E04', 2, '55080A09DA08CB0B1D09F90835099B09E909100A180A']
20,[1, '0701020112013601840119019401E101', 2, '0E03F102F102EF025103EA0240039F03'],[1, '9A042A051B05450345050D0282030404130417047F04', 2, '56080E09DA08CB0B1D09F70837099B09E809110A190A']
21,[1, '0B01050111013901850119019601E101', 2, '0E03F102F002EF025303EB023F039F03'],[1, '99042B051A057F0343050E028103070413041A047E04', 2, '55080E09D908CB0B1D095E0235099A09EA09100A180A']
N cycles,,mirror data,,,,lens data 
1,[1, '090102011301360184011D019601E401', 2, '0E03F102F002EF025103EB023E039F03'],[1, '99042B051A05460344050E0281030504130418047D04', 2, '55080B09D808CB0B1C09F80837099C09EB09110A190A']
2,[1, '0A0105011101370184011B019601E401', 2, '0F03F002F002EF025103EA023E03A103'],[1, '99042B051A05460344050F027F03050414041A047D04', 2, '56080A09DA08CD0B1D09F80837099C09EA09110A180A']
3,[1, '080102011201360186011A019501E101', 2, '0E03F002F102F0025103EA024103A103'],[1, '990429051B0546034305100280030504130418047E04', 2, '56080E09D908CA0B1D09F60837099B09E909100A190A']
4,[1, '090104011101390187011A019501E101', 2, '0E03F002F102F0025103EA023F03A103'],[1, '99042A051B05460343050D027F03050414041A047C04', 2, '56080D09DB08CD0B1E09F90834099D09EA09100A190A']
5,[1, '0901040110013A0187011D019701E101', 2, '0F03F102F002F0025103EA023E039F03'],[1, '9A042B051A05460343050C027F03050413041A047E04', 2, '56080C09DA08CB0B1C09F80834099C09EB09110A190A']
6,[1, '0901010110013901850119019401E101', 2, '0E03F102F002F0025403EB023E039F03'],[1, '98042A051A05450345050D0280030604160417047F04', 2, '55080B09DA08CA0B1D09F90835099B09EA09100A160A']
7,[1, '090103011101390187011C019501E101', 2, '0E03F002F002EF025103EB023F03A003'],[1, '97042B051A05450344050E0281030504140416047F04', 2, '57080A09DA08CB0B1D09F90835099B09EB09100A170A']
8,[1, '0A01020110013601860119019501E201', 2, '0F03F102F102EF025303EB023E039F03'],[1, '9A042B051B05450345050D028303060413041A047F04', 2, '56080A09DA08CC0B1E09F80837099D09EA09110A170A']
